,Mileage,Rating,Rating-Count,Year,Price,Name,Status,model_details,Class,Version2,Version1
0,7399,4.7,153,2018,79990.0,Porsche,Good, Porsche 718 Cayman S,S,Cayman,718
1,18154,3.4,1123,2021,46498.0,Honda,Good, Honda Civic Type R Touring,Touring,R,Type
2,26995,4.9,53,2019,23899.0,Volkswagen,Great,9 Volkswagen Passat 2.0T SE R-Line,R-Line,SE,2.0T
3,6777,2.3,63,2022,26500.0,Volkswagen,Unknown, Volkswagen Jetta 1.5T Sport,Sport,1.5T,Jetta
4,1109,3.8,119,2022,37473.0,INFINITI,Unknown, INFINITI QX50 LUXE,LUXE,QX50,INFINITI
5,18499,4.7,257,2021,114288.0,Cadillac,Great, Cadillac Escalade Sport Platinum,Platinum,Sport,Escalade
6,10145,4.5,100,2022,41990.0,Subaru,Good, Subaru Ascent Onyx Edition,Edition,Onyx,Ascent
7,19074,4.9,568,2019,105490.0,Porsche,Unknown,9 Porsche Panamera GTS,GTS,Panamera,Porsche
8,7311,2.5,441,2022,63998.0,BMW,Great, BMW M440 Gran Coupe i xDrive,xDrive,i,Coupe
9,29335,5.0,312,2021,28900.0,Volkswagen,Great, Volkswagen Golf GTI 2.0T S,S,2.0T,GTI
10,22946,4.8,1147,2021,42412.0,Volvo,Good, Volvo XC60 T5 Momentum,Momentum,T5,XC60
11,13489,4.9,7262,2022,40299.0,Kia,Good, Kia Carnival LXS,LXS,Carnival,Kia
12,61526,4.6,2505,2017,34225.0,Toyota,Great,7 Toyota Tundra SR5,SR5,Tundra,Toyota
13,40302,4.9,3307,2018,50977.0,Toyota,Good, Toyota Sequoia Limited,Limited,Sequoia,Toyota
14,64183,3.6,1173,2019,26796.0,Toyota,Great,9 Toyota Avalon XLE,XLE,Avalon,Toyota
15,20162,4.3,498,2020,42762.0,Cadillac,Fair, Cadillac CT4 V-Series,V-Series,CT4,Cadillac
16,44476,4.3,291,2020,42846.0,Volvo,Good, Volvo XC60 T6 Inscription,Inscription,T6,XC60
17,1622,4.1,959,2022,47962.0,BMW,Good, BMW X3 sDrive30i,sDrive30i,X3,BMW
18,17943,3.6,514,2019,23456.0,Buick,Great,9 Buick Regal Sportback Preferred II,II,Preferred,Sportback
19,48681,4.3,961,2020,37742.0,Toyota,Fair, Toyota Sienna LE,LE,Sienna,Toyota
20,3462,4.9,2206,2022,61000.0,Volvo,Fair, Volvo S60 Recharge Plug-In Hybrid T8 Polestar Engineered Extended Range,Range,Extended,Engineered
21,36350,4.8,879,2019,29450.0,Subaru,Great,9 Subaru Forester Sport,Sport,Forester,Subaru
22,96942,4.7,2368,2017,27951.0,Ford,Great,7 Ford Expedition EL XLT,XLT,EL,Expedition
23,25862,4.4,122,2019,32999.0,Nissan,Good,9 Nissan Murano SL,SL,Murano,Nissan
24,18702,4.9,1086,2019,38103.0,GMC,Good,9 GMC Savana 2500 Work Van,Van,Work,2500
25,10308,3.8,579,2022,30703.0,Acura,Good, Acura ILX Premium & A-SPEC Packages,Packages,A-SPEC,&
26,10455,4.9,2206,2022,41900.0,Volvo,Great, Volvo XC60 B5 R-Design,R-Design,B5,XC60
27,14860,4.8,610,2021,47200.0,Honda,Good, Honda Civic Type R ,R,Type,Civic
28,26324,4.8,2700,2020,28319.0,Honda,Good, Honda HR-V Touring,Touring,HR-V,Honda
29,7843,4.4,8054,2022,45785.0,Toyota,Good, Toyota Avalon Hybrid Limited,Limited,Hybrid,Avalon
30,18202,3.3,103,2022,131900.0,Porsche,Unknown, Porsche Taycan Cross Turismo 4S,4S,Turismo,Cross
31,15140,4.7,966,2021,38998.0,Volkswagen,Great, Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,w/Technology,SE,V6
32,15259,4.8,8608,2021,35765.0,Toyota,Good, Toyota Camry Hybrid XSE,XSE,Hybrid,Camry
33,44704,4.2,632,2020,32093.0,Dodge,Great, Dodge Durango GT,GT,Durango,Dodge
34,27607,2.3,89,2020,62998.0,Toyota,Good, Toyota Sequoia Platinum,Platinum,Sequoia,Toyota
35,33597,4.8,175,2021,38995.0,Toyota,Good, Toyota Venza XLE,XLE,Venza,Toyota
36,24226,4.5,843,2021,61896.0,BMW,Good, BMW X4 M40i,M40i,X4,BMW
37,19813,4.3,86,2021,118999.0,Porsche,Great, Porsche Cayenne GTS,GTS,Cayenne,Porsche
38,17935,4.6,394,2019,34500.0,Honda,Great,9 Honda Ridgeline RTL,RTL,Ridgeline,Honda
39,21118,4.7,1389,2018,28987.0,Cadillac,Good, Cadillac ATS 2.0L Turbo Luxury,Luxury,Turbo,2.0L
40,72988,4.5,2606,2017,55053.0,Toyota,Great,7 Toyota Land Cruiser V,V,Cruiser,Land
41,10888,4.9,1518,2022,31000.0,Ford,Good, Ford Bronco Sport Base,Base,Sport,Bronco
42,17934,4.9,1631,2021,53484.0,Volvo,Great, Volvo XC90 T6 Momentum 7 Passenger,Passenger,7,Momentum
43,12143,4.8,1195,2021,42990.0,Kia,Great, Kia Stinger GT,GT,Stinger,Kia
44,25606,4.6,242,2020,29377.0,Subaru,Great, Subaru Outback Premium,Premium,Outback,Subaru
45,31264,3.8,106,2021,31911.0,Buick,Good, Buick Envision Preferred,Preferred,Envision,Buick
46,7995,4.8,2019,2021,56577.0,Toyota,Good, Toyota RAV4 Prime XSE,XSE,Prime,RAV4
47,39639,4.0,537,2020,65990.0,BMW,Fair, BMW 745e 745e xDrive iPerformance,iPerformance,xDrive,745e
48,13160,4.7,406,2022,29988.0,Kia,Good, Kia Seltos SX,SX,Seltos,Kia
49,19343,4.4,306,2020,36981.0,Cadillac,Great, Cadillac CT5 Premium Luxury RWD,RWD,Luxury,Premium
50,62899,4.2,600,2018,47495.0,Toyota,Good, Toyota Sequoia Limited,Limited,Sequoia,Toyota
51,17683,4.8,3304,2021,91695.0,BMW,Unknown, BMW X7 M50i,M50i,X7,BMW
52,96356,4.3,453,2018,23998.0,Nissan,Good, Nissan Maxima Platinum,Platinum,Maxima,Nissan
53,1850,1.0,12,2023,32121.0,Toyota,Unknown,3 Toyota Camry SE Nightsh,Nightsh,SE,Camry
54,800,2.3,135,2022,41997.0,Dodge,Good, Dodge Durango SXT,SXT,Durango,Dodge
55,27723,4.0,50,2019,38900.0,GMC,Great,9 GMC Canyon Denali,Denali,Canyon,GMC
56,33980,4.4,9,2020,33633.0,Cadillac,Great, Cadillac XT5 Luxury,Luxury,XT5,Cadillac
57,28598,4.5,541,2019,39977.0,RAM,Good,9 RAM ProMaster 1500 Low Roof,Roof,Low,1500
58,6857,5.0,66,2021,38699.0,Acura,Great, Acura RDX Base,Base,RDX,Acura
59,7204,3.8,656,2022,42561.0,Honda,Good, Honda Ridgeline RTL-E,RTL-E,Ridgeline,Honda
60,13108,4.9,2255,2022,42495.0,Cadillac,Unknown, Cadillac XT6 Luxury FWD,FWD,Luxury,XT6
61,48821,2.0,134,2018,31899.0,Acura,Great, Acura RLX Technology Package,Package,Technology,RLX
62,30702,4.3,34,2021,58422.0,Volvo,Fair, Volvo S60 Recharge Plug-In Hybrid T8 Polestar,Polestar,T8,Hybrid
63,950,4.3,1479,2023,42299.0,Jeep,Unknown,3 Jeep Grand Cherokee Altitude,Altitude,Cherokee,Grand
64,13786,4.3,122,2022,39999.0,Honda,Good, Honda Passport EX-L,EX-L,Passport,Honda
65,3106,4.7,56,2023,108782.0,Cadillac,Unknown,3 Cadillac Escalade ESV Premium Luxury,Luxury,Premium,ESV
66,37021,3.6,279,2019,34903.0,INFINITI,Great,9 INFINITI Q70L 3.7 LUXE,LUXE,3.7,Q70L
67,18259,4.7,257,2018,66145.0,Cadillac,Good, Cadillac Escalade ESV Premium Luxury,Luxury,Premium,ESV
68,825,4.5,190,2023,31194.0,Toyota,Unknown,3 Toyota Camry SE,SE,Camry,Toyota
69,9651,4.8,548,2022,39995.0,BMW,Fair, BMW 230 i,i,230,BMW
70,8571,4.4,179,2021,22240.0,Volkswagen,Fair, Volkswagen Jetta 1.4T S,S,1.4T,Jetta
71,18141,2.6,210,2020,44590.0,Ford,Good, Ford F-150 XLT,XLT,F-150,Ford
72,9900,2.7,124,2022,41990.0,Nissan,Good, Nissan Frontier PRO-4X,PRO-4X,Frontier,Nissan
73,21618,4.7,1045,2021,76672.0,Porsche,Good, Porsche Macan GTS,GTS,Macan,Porsche
74,34244,4.7,1234,2019,46498.0,BMW,Good,9 BMW Z4 sDrive30i,sDrive30i,Z4,BMW
75,46341,4.5,1150,2019,25299.0,Kia,Good,9 Kia Cadenza Premium,Premium,Cadenza,Kia
76,754,3.1,440,2022,72821.0,Toyota,Unknown, Toyota Tundra Hybrid Limited,Limited,Hybrid,Tundra
77,2422,3.9,281,2021,374990.0,Rolls-Royce,Unknown, Rolls-Royce Ghost ,Ghost,Rolls-Royce,Rolls-Royce
78,3490,4.7,292,2022,35990.0,Chevrolet,Great, Chevrolet Colorado LT,LT,Colorado,Chevrolet
79,2000,3.9,266,2023,33111.0,Kia,Unknown,3 Kia Sportage Hybrid LX,LX,Hybrid,Sportage
80,9650,1.3,13,2022,58225.0,Chevrolet,Unknown, Chevrolet Suburban LS,LS,Suburban,Chevrolet
81,13978,4.8,832,2020,38987.0,INFINITI,Great, INFINITI QX60 Luxe,Luxe,QX60,INFINITI
82,42071,4.8,2923,2018,22405.0,Honda,Good, Honda HR-V EX,EX,HR-V,Honda
83,49998,4.5,745,2020,51974.0,Ford,Good, Ford Expedition Limited,Limited,Expedition,Ford
84,12062,3.5,525,2021,48499.0,Ford,Good, Ford Expedition XL,XL,Expedition,Ford
85,52527,4.8,1498,2020,31826.0,Acura,Good, Acura TLX V6 w/Technology Package,Package,w/Technology,V6
86,22114,4.8,5748,2021,61500.0,Volvo,Good, Volvo XC60 Recharge Plug-In Hybrid T8 Polestar,Polestar,T8,Hybrid
87,1482,4.4,8054,2022,49916.0,Toyota,Fair, Toyota Sienna LE,LE,Sienna,Toyota
88,24178,3.7,125,2020,38900.0,BMW,Good, BMW X2 xDrive28i,xDrive28i,X2,BMW
89,2761,4.6,2828,2023,36991.0,Toyota,Unknown,3 Toyota Camry XSE,XSE,Camry,Toyota
90,36164,4.3,961,2019,37998.0,Toyota,Good,9 Toyota Highlander XLE,XLE,Highlander,Toyota
91,77297,3.8,48,2019,24995.0,Nissan,Good,9 Nissan Maxima 3.5 SL,SL,3.5,Maxima
92,64426,4.4,313,2016,30586.0,Volkswagen,Great,6 Volkswagen Touareg TDI Lux,Lux,TDI,Touareg
93,28982,4.7,126,2020,44000.0,BMW,Good, BMW X4 xDrive30i,xDrive30i,X4,BMW
94,12025,4.7,46,2021,29993.0,Subaru,Good, Subaru Legacy Premium,Premium,Legacy,Subaru
95,8183,4.0,352,2022,45997.0,GMC,Great, GMC Acadia AT4,AT4,Acadia,GMC
96,12971,3.9,342,2020,25000.0,Subaru,Good, Subaru Impreza Sport,Sport,Impreza,Subaru
97,33257,4.8,527,2019,34990.0,Volvo,Great,9 Volvo XC40 T5 Momentum,Momentum,T5,XC40
98,47496,4.5,565,2021,25046.0,Chevrolet,Good, Chevrolet Equinox LS,LS,Equinox,Chevrolet
99,5346,4.8,700,2021,125000.0,Toyota,Unknown, Toyota Land Cruiser Heritage Edition,Edition,Heritage,Cruiser
100,33686,4.4,179,2021,21748.0,Volkswagen,Great, Volkswagen Jetta 1.4T S,S,1.4T,Jetta
101,3815,4.8,789,2021,34990.0,Volkswagen,Good, Volkswagen Arteon 2.0T SE,SE,2.0T,Arteon
102,240,4.3,961,2022,41607.0,Toyota,Fair, Toyota Prius Prime LE,LE,Prime,Prius
103,2979,4.8,70,2022,49994.0,BMW,Good, BMW X3 xDrive30i,xDrive30i,X3,BMW
104,9662,4.6,245,2021,43998.0,Volvo,Good, Volvo XC40 T5 R-Design,R-Design,T5,XC40
105,9152,4.8,1045,2022,46490.0,Volkswagen,Good, Volkswagen Atlas 2.0T SEL,SEL,2.0T,Atlas
106,15017,4.7,446,2017,139777.0,Acura,Fair,7 Acura NSX Base,Base,NSX,Acura
107,1401,3.9,222,2023,48917.0,Honda,Unknown,3 Honda Odyssey Sport,Sport,Odyssey,Honda
108,25390,4.8,599,2019,27412.0,Honda,Great,9 Honda Passport Sport,Sport,Passport,Honda
109,1135,2.1,174,2022,41999.0,RAM,Good, RAM 1500 Classic SLT,SLT,Classic,1500
110,4908,4.6,162,2021,219998.0,Bentley,Unknown, Bentley Flying Spur V,V,Spur,Flying
111,31549,4.4,294,2019,47700.0,BMW,Good,9 BMW X4 xDrive30i,xDrive30i,X4,BMW
112,42359,4.4,2340,2018,29995.0,Toyota,Good, Toyota Prius Prime Plus,Plus,Prime,Prius
113,24981,5.0,312,2021,32500.0,Volkswagen,Great, Volkswagen Golf GTI 2.0T SE,SE,2.0T,GTI
114,36688,4.6,681,2019,20495.0,Kia,Great,9 Kia Optima S,S,Optima,Kia
115,14103,3.2,915,2022,35497.0,Nissan,Great, Nissan Maxima SR,SR,Maxima,Nissan
116,10020,4.8,1187,2022,64990.0,Ford,Good, Ford Expedition Limited,Limited,Expedition,Ford
117,5628,2.4,442,2021,43490.0,Toyota,Great, Toyota Tacoma Limited,Limited,Tacoma,Toyota
118,5757,4.8,952,2022,44977.0,Honda,Good, Honda Passport Elite,Elite,Passport,Honda
119,10120,2.9,71,2022,38990.0,BMW,Good, BMW X2 xDrive28i,xDrive28i,X2,BMW
120,23024,4.5,854,2022,48999.0,Kia,Great, Kia Carnival SX,SX,Carnival,Kia
121,3897,4.8,600,2022,72988.0,BMW,Great, BMW X3 M AWD,AWD,M,X3
122,10960,4.9,3633,2022,30000.0,Toyota,Good, Toyota Corolla Hybrid LE,LE,Hybrid,Corolla
123,28783,4.6,1688,2020,39980.0,BMW,Great, BMW M235 Gran Coupe i xDrive,xDrive,i,Coupe
124,13227,4.8,1241,2021,82871.0,BMW,Good, BMW 840 Gran Coupe i,i,Coupe,Gran
125,10810,4.8,618,2021,27995.0,Acura,Great, Acura ILX Premium Package,Package,Premium,ILX
126,30306,4.9,336,2014,48989.0,Porsche,Good,4 Porsche Cayman Base,Base,Cayman,Porsche
127,19372,4.0,316,2021,56900.0,BMW,Good, BMW M340 i xDrive,xDrive,i,M340
128,34673,4.9,1499,2020,65490.0,BMW,Great, BMW 740 i xDrive,xDrive,i,740
129,40728,4.9,1499,2018,38140.0,BMW,Good, BMW 530e xDrive iPerformance,iPerformance,xDrive,530e
130,16279,2.7,36,2020,34750.0,Kia,Great, Kia Stinger GT-Line,GT-Line,Stinger,Kia
131,22036,4.0,452,2020,47598.0,Nissan,Good, Nissan Titan XD Platinum Reserve,Reserve,Platinum,XD
132,51022,3.5,150,2013,38980.0,Porsche,Great,3 Porsche Panamera Platinum Edition,Edition,Platinum,Panamera
133,35011,4.4,1064,2019,32499.0,Nissan,Great,9 Nissan Titan SV,SV,Titan,Nissan
134,18133,3.3,16,2021,42488.0,Nissan,Great, Nissan Titan SV,SV,Titan,Nissan
135,13954,3.5,525,2020,68995.0,Ford,Good, Ford Expedition Max Platinum,Platinum,Max,Expedition
136,358,4.8,2788,2023,31991.0,Kia,Unknown,3 Kia Seltos LX,LX,Seltos,Kia
137,14103,4.3,151,2022,50000.0,Kia,Great, Kia Carnival SX,SX,Carnival,Kia
138,4166,4.9,2602,2023,35968.0,Kia,Unknown,3 Kia K5 GT,GT,K5,Kia
139,46614,3.1,525,2018,19975.0,Chevrolet,Good, Chevrolet Malibu LT,LT,Malibu,Chevrolet
140,11615,4.9,1808,2021,39975.0,Toyota,Good, Toyota Venza LE,LE,Venza,Toyota
141,18176,4.9,1710,2021,27393.0,Honda,Great, Honda Civic EX,EX,Civic,Honda
142,6588,4.8,3101,2022,34900.0,Toyota,Great, Toyota Corolla Cross XLE,XLE,Cross,Corolla
143,20686,4.5,887,2020,18300.0,Nissan,Good, Nissan Versa S,S,Versa,Nissan
144,24997,4.9,3808,2021,28791.0,Honda,Good, Honda Civic Sport,Sport,Civic,Honda
145,8480,4.1,1370,2022,38857.0,Honda,Good, Honda Passport EX-L,EX-L,Passport,Honda
146,6015,5.0,338,2022,258881.0,Porsche,Unknown, Porsche 911 Turbo S,S,Turbo,911
147,6998,2.3,63,2021,25500.0,Volkswagen,Fair, Volkswagen Jetta 1.4T S,S,1.4T,Jetta
148,10722,3.4,1103,2022,68372.0,Ford,Good, Ford F-150 Tremor,Tremor,F-150,Ford
149,25525,4.6,827,2019,33900.0,INFINITI,Great,9 INFINITI QX50 ESSENTIAL,ESSENTIAL,QX50,INFINITI
150,14222,4.9,2602,2022,25795.0,Kia,Good, Kia K5 LXS,LXS,K5,Kia
151,7210,4.8,441,2022,38942.0,BMW,Great, BMW X1 sDrive28i,sDrive28i,X1,BMW
152,6516,4.8,508,2022,29487.0,Mitsubishi,Good, Mitsubishi Eclipse Cross SE,SE,Cross,Eclipse
153,27867,5.0,311,2022,49500.0,INFINITI,Good, INFINITI QX55 SENSORY,SENSORY,QX55,INFINITI
154,16280,4.8,2105,2021,46669.0,Volvo,Great, Volvo XC60 T5 Inscription,Inscription,T5,XC60
155,52830,4.6,1252,2020,24813.0,Chrysler,Great, Chrysler Pacifica Touring-L,Touring-L,Pacifica,Chrysler
156,102,3.7,25,2022,53975.0,Chevrolet,Unknown, Chevrolet Silverado 1500 RST,RST,1500,Silverado
157,87313,4.3,122,2019,23809.0,Honda,Good,9 Honda Insight Touring,Touring,Insight,Honda
158,18690,4.3,255,2022,63400.0,BMW,Good, BMW X4 M40i,M40i,X4,BMW
159,18868,4.8,76,2020,69995.0,Porsche,Great, Porsche Cayenne Base,Base,Cayenne,Porsche
160,21727,4.2,746,2021,40998.0,Nissan,Good, Nissan Maxima Platinum,Platinum,Maxima,Nissan
161,7291,4.6,1819,2021,52607.0,Chrysler,Fair, Chrysler Pacifica Hybrid Pinnacle,Pinnacle,Hybrid,Pacifica
162,41260,4.6,317,2019,61440.0,Porsche,Great,9 Porsche Cayenne Base,Base,Cayenne,Porsche
163,6012,3.8,301,2022,47990.0,BMW,Good, BMW 430 i xDrive,xDrive,i,430
164,20331,4.7,372,2018,80995.0,Porsche,Good, Porsche Panamera E-Hybrid 4,4,E-Hybrid,Panamera
165,16973,4.8,1341,2021,120977.0,Mercedes-Benz,Unknown, Mercedes-Benz AMG GLE 63 S-Model 4MATIC,4MATIC,S-Model,63
166,11310,4.9,3522,2022,52577.0,BMW,Unknown, BMW M440 Gran Coupe i xDrive,xDrive,i,Coupe
167,19194,4.8,1839,2021,47950.0,Kia,Great, Kia Telluride EX,EX,Telluride,Kia
168,9149,4.9,1471,2021,39999.0,Dodge,Good, Dodge Charger R/T,R/T,Charger,Dodge
169,43281,4.0,1289,2019,46311.0,BMW,Unknown,9 BMW M550 i xDrive,xDrive,i,M550
170,30568,4.5,843,2021,59673.0,BMW,Good, BMW X4 M40i,M40i,X4,BMW
171,6528,4.7,2655,2022,88000.0,Jeep,Great, Jeep Grand Wagoneer Series II,II,Series,Wagoneer
172,13000,3.8,301,2021,47495.0,Subaru,Fair, Subaru WRX STI Limited w/Lip,w/Lip,Limited,STI
173,797,4.7,714,2023,29545.0,Subaru,Unknown,3 Subaru Legacy Premium,Premium,Legacy,Subaru
174,35603,3.8,468,2021,27464.0,Toyota,Good, Toyota Corolla Hatchback XSE,XSE,Hatchback,Corolla
175,1607,4.3,86,2022,199999.0,Porsche,Good, Porsche Cayenne E-Hybrid Coupe Turbo S,S,Turbo,Coupe
176,3655,4.7,345,2021,48498.0,Subaru,Fair, Subaru WRX STI Limited w/Lip,w/Lip,Limited,STI
177,54907,4.6,1512,2021,44985.0,Nissan,Great, Nissan Titan PRO-4X,PRO-4X,Titan,Nissan
178,95349,4.4,1161,2014,20000.0,Ford,Good,4 Ford Transit Connect Titanium,Titanium,Connect,Transit
179,36068,4.8,640,2020,37688.0,BMW,Great, BMW 330 i xDrive,xDrive,i,330
180,34991,1.7,102,2019,65995.0,BMW,Unknown,9 BMW X6 M Base,Base,M,X6
181,7846,4.2,807,2019,34300.0,Ford,Good,9 Ford Transit Connect Titanium,Titanium,Connect,Transit
182,69025,3.4,527,2018,24967.0,Toyota,Good, Toyota Avalon XLE,XLE,Avalon,Toyota
183,15933,4.7,398,2021,31751.0,Volkswagen,Great, Volkswagen Golf GTI 2.0T SE,SE,2.0T,GTI
184,16651,1.7,102,2019,74211.0,BMW,Great,9 BMW X6 M Base,Base,M,X6
185,45563,4.6,266,2020,59995.0,BMW,Great, BMW M550 i xDrive,xDrive,i,M550
186,49341,3.1,525,2018,19998.0,Chevrolet,Great, Chevrolet Malibu LT,LT,Malibu,Chevrolet
187,28374,4.9,835,2021,44900.0,Volvo,Great, Volvo XC60 Momentum,Momentum,XC60,Volvo
188,13905,4.7,966,2021,38598.0,Volkswagen,Great, Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,w/Technology,SE,V6
189,26315,4.9,336,2015,37989.0,Porsche,Great,5 Porsche Macan S,S,Macan,Porsche
190,13866,4.9,1315,2023,27000.0,Kia,Unknown,3 Kia Sportage LX,LX,Sportage,Kia
191,44205,4.5,142,2020,53193.0,Ford,Good, Ford F-150 Platinum,Platinum,F-150,Ford
192,68725,4.0,459,2020,33788.0,Chevrolet,Good, Chevrolet Traverse RS,RS,Traverse,Chevrolet
193,32169,2.8,102,2018,40998.0,Volvo,Good, Volvo V90 Cross Country T5,T5,Country,Cross
194,12643,4.7,604,2020,31993.0,Volkswagen,Good, Volkswagen Golf GTI 2.0T S,S,2.0T,GTI
195,6539,2.8,92,2023,36995.0,Kia,Unknown,3 Kia Sportage SX,SX,Sportage,Kia
196,48145,4.9,120,2019,38999.0,BMW,Great,9 BMW 540 i xDrive,xDrive,i,540
197,5355,4.9,156,2022,36900.0,Subaru,Good, Subaru Forester Limited,Limited,Forester,Subaru
198,8982,4.8,1493,2021,41324.0,Toyota,Good, Toyota Venza XLE,XLE,Venza,Toyota
199,2892,4.9,6057,2022,32500.0,Subaru,Great, Subaru WRX Base,Base,WRX,Subaru
200,5801,5.0,283,2022,74990.0,Porsche,Great, Porsche 718 Cayman ,Cayman,718,Porsche
201,13566,3.7,1682,2019,42962.0,Volvo,Good,9 Volvo S90 T5 Momentum,Momentum,T5,S90
202,12614,3.1,1862,2022,53208.0,Cadillac,Great, Cadillac XT6 Premium Luxury AWD,AWD,Luxury,Premium
203,5973,2.7,130,2022,62652.0,GMC,Great, GMC Sierra 1500 Limited Denali,Denali,Limited,1500
204,33743,4.9,5569,2020,30974.0,Honda,Great, Honda Passport EX-L,EX-L,Passport,Honda
205,1214,3.9,45,2022,56000.0,Kia,Good, Kia EV6 Wind,Wind,EV6,Kia
206,2312,2.2,158,2022,65990.0,Chevrolet,Fair, Chevrolet Silverado 1500 RST,RST,1500,Silverado
207,19285,4.3,86,2019,86992.0,Porsche,Great,9 Porsche Panamera E-Hybrid 4,4,E-Hybrid,Panamera
208,5776,3.9,689,2022,60999.0,Ford,Good, Ford Bronco Badlands,Badlands,Bronco,Ford
209,38584,3.5,525,2020,65999.0,Ford,Good, Ford Expedition Max Platinum,Platinum,Max,Expedition
210,30053,4.1,959,2018,27962.0,BMW,Great, BMW X1 sDrive28i,sDrive28i,X1,BMW
211,15715,3.7,246,2021,34995.0,Volkswagen,Good, Volkswagen Golf GTI 2.0T SE,SE,2.0T,GTI
212,3357,4.9,527,2022,72439.0,INFINITI,Good, INFINITI QX80 PREMIUM SELECT,SELECT,PREMIUM,QX80
213,21869,3.2,452,2017,27995.0,Chevrolet,Fair,7 Chevrolet Volt LT,LT,Volt,Chevrolet
214,16813,4.7,435,2021,36718.0,GMC,Great, GMC Canyon Elevation,Elevation,Canyon,GMC
215,31348,5.0,48,2020,65490.0,BMW,Great, BMW X7 xDrive40i,xDrive40i,X7,BMW
216,42334,2.8,376,2020,51107.0,RAM,Good, RAM 2500 Big Horn,Horn,Big,2500
217,34387,4.9,1504,2019,35610.0,Cadillac,Good,9 Cadillac XT4 Premium Luxury,Luxury,Premium,XT4
218,15705,4.9,481,2020,57000.0,Volvo,Good, Volvo S60 Hybrid T8 Polestar,Polestar,T8,Hybrid
219,8602,4.1,821,2022,33991.0,Kia,Good, Kia K5 GT-Line,GT-Line,K5,Kia
220,28823,3.2,657,2018,36998.0,Cadillac,Great, Cadillac XT5 Platinum,Platinum,XT5,Cadillac
221,44420,4.1,20,2020,53714.0,Ford,Great, Ford Expedition Max Limited,Limited,Max,Expedition
222,23934,4.6,162,2020,38847.0,INFINITI,Great, INFINITI QX60 Luxe,Luxe,QX60,INFINITI
223,32825,4.8,2979,2019,38408.0,BMW,Great,9 BMW 440 Gran Coupe i xDrive,xDrive,i,Coupe
224,8290,4.7,257,2022,54543.0,Cadillac,Great, Cadillac XT6 Premium Luxury FWD,FWD,Luxury,Premium
225,25385,4.4,122,2018,32882.0,Jeep,Fair, Jeep Wrangler Sport,Sport,Wrangler,Jeep
226,46687,4.6,3552,2019,33771.0,BMW,Great,9 BMW 440 i,i,440,BMW
227,35865,4.7,1143,2019,31998.0,Toyota,Good,9 Toyota Highlander LE,LE,Highlander,Toyota
228,11873,4.6,566,2021,40699.0,Cadillac,Great, Cadillac XT5 Premium Luxury,Luxury,Premium,XT5
229,9567,4.1,439,2022,56996.0,BMW,Great, BMW M340 i,i,M340,BMW
230,4161,4.6,308,2022,44987.0,GMC,Great, GMC Acadia Denali,Denali,Acadia,GMC
231,64772,4.8,882,2019,49000.0,Ford,Great,9 Ford Expedition Limited,Limited,Expedition,Ford
232,10139,1.8,117,2022,24948.0,Nissan,Great, Nissan Altima 2.5 SV,SV,2.5,Altima
233,23948,4.7,830,2021,70398.0,Ford,Good, Ford Expedition Platinum,Platinum,Expedition,Ford
234,5554,3.4,38,2022,37797.0,Nissan,Good, Nissan Rogue SL,SL,Rogue,Nissan
235,13886,4.5,460,2019,37899.0,Honda,Good,9 Honda Ridgeline Black Edition,Edition,Black,Ridgeline
236,45020,2.3,461,2019,32000.0,Dodge,Good,9 Dodge Durango GT,GT,Durango,Dodge
237,51747,4.7,292,2020,30990.0,Chevrolet,Great, Chevrolet Silverado 1500 Custom,Custom,1500,Silverado
238,18713,4.6,645,2017,29960.0,Toyota,Good,7 Toyota Avalon Limited,Limited,Avalon,Toyota
239,35085,4.8,509,2019,35490.0,Honda,Good,9 Honda Pilot EX-L w/Navigation/RES,w/Navigation/RES,EX-L,Pilot
240,12163,3.4,54,2020,27900.0,Honda,Good, Honda HR-V EX,EX,HR-V,Honda
241,53327,4.8,5319,2017,20000.0,Volkswagen,Fair,7 Volkswagen CC 2.0T Sport,Sport,2.0T,CC
242,31395,4.6,4441,2020,55108.0,Volvo,Great, Volvo XC90 Hybrid T8 Momentum 6 Passenger,Passenger,6,Momentum
243,13823,4.8,1616,2020,59980.0,BMW,Fair, BMW X4 M40i,M40i,X4,BMW
244,4297,3.9,281,2021,472990.0,Rolls-Royce,Unknown, Rolls-Royce Cullinan ,Cullinan,Rolls-Royce,Rolls-Royce
245,25694,4.5,60,2020,37990.0,Dodge,Good, Dodge Durango GT,GT,Durango,Dodge
246,33146,4.8,441,2021,54440.0,BMW,Great, BMW X4 M40i,M40i,X4,BMW
247,30053,3.7,159,2021,41998.0,Toyota,Good, Toyota Highlander XLE,XLE,Highlander,Toyota
248,947,4.8,1488,2022,74936.0,Ford,Good, Ford Mustang Mach-E GT,GT,Mach-E,Mustang
249,732,4.9,407,2022,111449.0,Porsche,Good, Porsche Taycan Base,Base,Taycan,Porsche
250,9314,4.4,398,2022,76943.0,BMW,Good, BMW X6 xDrive40i,xDrive40i,X6,BMW
251,10210,4.6,182,2022,75495.0,Jeep,Great, Jeep Wagoneer Series III,III,Series,Wagoneer
252,9598,4.4,341,2022,43678.0,Acura,Good, Acura TLX Technology,Technology,TLX,Acura
