,Name,Vehicle_details,Mileage,Rating,Rating-Count,Price,Deal-Status,Year,Status
2385,Ford,2020 Ford Explorer XLT,21071 ,4.9,1187 ,36000,Good Deal | $1707 under,2020,Good
2386,Subaru,2019 Subaru Ascent Premium 7-Passenger,50721 ,4.7,179 ,27766,Great Deal | $3522 under,2019,Great
2387,BMW,2021 BMW 230 i,6304 ,4.5,200 ,37965,Great Deal | $3841 under,2021,Great
2388,Toyota,2020 Toyota Sequoia Limited,35589 ,4.4,515 ,65995,Good Deal,2020,Good
2389,Ford,2022 Ford Escape TITANIUM,1425 ,4.4,225 ,38490,CPO Warrantied,2022,Unknown
2390,Volkswagen,2020 Volkswagen Passat 2.0T SEL,29318 ,4.9,1142 ,25534,Good Deal | $976 under,2020,Good
2391,Jeep,2022 Jeep Grand Cherokee Laredo,1222 ,2.2,36 ,37890,CPO Warrantied,2022,Unknown
2392,Kia,2021 Kia Sorento EX,26861 ,2.1,30 ,35981,Good Deal,2021,Good
2393,GMC,2018 GMC Yukon Denali,50001 ,3.6,94 ,49875,Great Deal | $7631 under,2018,Great
2394,Volkswagen,2018 Volkswagen Tiguan 2.0T SE,52998 ,2.4,27 ,21999,Great Deal | $2194 under,2018,Great
2395,Cadillac,2020 Cadillac CT5 Premium Luxury RWD,3813 ,3.4,481 ,56944,Fair Deal,2020,Fair
2396,Kia,2022 Kia Stinger GT-Line,18386 ,4.9,7255 ,37995,Great Deal | $2864 under,2022,Great
2397,Acura,2021 Acura TLX Advance,13108 ,3.7,437 ,42706,Fair Deal,2021,Fair
2398,Volvo,2019 Volvo S60 T6 Momentum,18541 ,4.3,1178 ,31500,Great Deal | $5022 under,2019,Great
2399,Acura,2022 Acura MDX ,3462 ,4.6,257 ,69888,CPO Warrantied,2022,Unknown
2400,Volkswagen,2021 Volkswagen Atlas 2.0T SE w/Technology,29302 ,4.7,1318 ,36790,Great Deal | $2156 under,2021,Great
2401,Porsche,2021 Porsche Taycan 4S,9785 ,4.4,48 ,129900,Good Deal,2021,Good
2402,Buick,2022 Buick Enclave Avenir,2896 ,3.9,58 ,52955,Fair Deal,2022,Fair
2403,BMW,2021 BMW 330 i,10405 ,4.8,322 ,43999,Good Deal | $1378 under,2021,Good
2404,Volvo,2022 Volvo XC60 B6 Inscription,6439 ,4.6,466 ,55988,Good Deal,2022,Good
2405,Jeep,2022 Jeep Renegade Trailhawk,5026 ,4.6,182 ,30599,Good Deal | $377 under,2022,Good
2406,Ferrari,2018 Ferrari California T,3103 ,4.8,1896 ,189900,Good Deal | $6520 under,2018,Good
2407,Honda,2022 Honda Civic Sport,10826 ,4.2,470 ,29477,Good Deal | $935 under,2022,Good
2408,Kia,2022 Kia EV6 Wind,12919 ,Nan,0 ,56832,CPO Warrantied,2022,Unknown
2409,Kia,2022 Kia K5 GT-Line,30556 ,3.2,515 ,34588,Good Deal,2022,Good
2410,Porsche,2021 Porsche Macan Base,11719 ,4.6,225 ,57775,Good Deal | $1970 under,2021,Good
2411,Porsche,2019 Porsche 911 Carrera S,6138 ,Nan,19 ,137889,Fair Deal,2019,Fair
2412,Kia,2022 Kia Seltos Nightfall,6402 ,4.0,546 ,29988,CPO Warrantied,2022,Unknown
2413,Jeep,2021 Jeep Cherokee Latitude Lux,32309 ,4.3,57 ,31998,Good Deal | $698 under,2021,Good
2414,Volvo,2020 Volvo V60 Cross Country T5,31652 ,4.3,246 ,38499,Great Deal | $4589 under,2020,Great
2415,Honda,2019 Honda CR-V EX,29169 ,4.8,2345 ,30449,Fair Deal,2019,Fair
2416,Toyota,2018 Toyota Tacoma TRD Sport,28117 ,4.6,1280 ,37913,Good Deal | $564 under,2018,Good
2417,RAM,2021 RAM 1500 Big Horn,19229 ,4.6,2742 ,36954,Great Deal | $2663 under,2021,Great
2418,Volvo,2022 Volvo V60 Cross Country T5,18191 ,4.3,246 ,44899,CPO Warrantied,2022,Unknown
2419,Chevrolet,2022 Chevrolet Silverado 1500 LT,7679 ,4.9,104 ,50991,Good Deal | $1162 under,2022,Good
2420,INFINITI,2021 INFINITI QX80 PREMIUM SELECT,23369 ,4.9,195 ,66650,Great Deal | $7738 under,2021,Great
2421,Chevrolet,2021 Chevrolet Camaro 1LT,1730 ,4.9,4187 ,39215,Great Deal | $8909 under,2021,Great
2422,BMW,2020 BMW M850 Gran Coupe i xDrive,13253 ,4.3,456 ,83885,Great Deal,2020,Great
2423,BMW,2020 BMW M850 Gran Coupe i xDrive,17521 ,2.4,116 ,92747,Good Deal | $1298 under,2020,Good
2424,Porsche,2020 Porsche Panamera Base,19887 ,4.6,178 ,83995,Great Deal | $7099 under,2020,Great
2425,Chevrolet,2019 Chevrolet Corvette Stingray,10968 ,4.8,275 ,55490,Great Deal | $5822 under,2019,Great
2426,Subaru,2020 Subaru Ascent Limited 8-Passenger,42268 ,3.0,122 ,33995,Great Deal | $3469 under,2020,Great
2427,Toyota,2018 Toyota Highlander Limited,33182 ,4.6,1140 ,35909,Good Deal | $948 under,2018,Good
2428,Volvo,2020 Volvo XC90 Hybrid T8 Momentum 6 Passenger,31395 ,4.6,4436 ,55108,Great Deal,2020,Great
2429,Nissan,2022 Nissan Armada Platinum,11122 ,2.3,144 ,63605,CPO Warrantied,2022,Unknown
2430,Kia,2020 Kia Stinger GT-Line,16279 ,2.7,36 ,34750,Great Deal | $5207 under,2020,Great
2431,Cadillac,2022 Cadillac CT4-V V-Series Blackwing,6947 ,3.5,160 ,73925,CPO Warrantied,2022,Unknown
2432,Cadillac,2019 Cadillac CT6 3.0 Twin Turbo Sport,23503 ,Nan,29 ,50692,Great Deal | $4049 under,2019,Great
2433,BMW,2019 BMW M4 CS,13211 ,Nan,92 ,81698,Good Deal | $3601 under,2019,Good
2434,Ford,2021 Ford Explorer ST,29894 ,4.4,2499 ,44982,Great Deal | $6152 under,2021,Great
2435,RAM,2021 RAM 1500 Big Horn,17355 ,4.6,487 ,39795,Great Deal | $4229 under,2021,Great
2436,Honda,2019 Honda CR-V EX-L,40800 ,4.8,2345 ,30990,Good Deal | $108 under,2019,Good
2437,Toyota,2022 Toyota Corolla Hatchback XSE,7293 ,2.9,233 ,26800,Good Deal | $614 under,2022,Good
2438,Porsche,2017 Porsche Macan S,59382 ,4.7,381 ,41952,Good Deal | $862 under,2017,Good
2439,Acura,2021 Acura RDX ,15132 ,4.9,77 ,44796,CPO Warrantied,2021,Unknown
2440,RAM,2021 RAM 1500 Limited,11535 ,4.7,660 ,59777,Good Deal | $2929 under,2021,Good
2441,Chevrolet,2021 Chevrolet Corvette Stingray w/3LT,13014 ,4.8,460 ,95498,Good Deal | $4492 under,2021,Good
2442,Porsche,2022 Porsche Macan Base,6000 ,4.0,497 ,63998,Great Deal | $5194 under,2022,Great
2443,Chrysler,2019 Chrysler 300 Limited,26433 ,5.0,153 ,29900,Great Deal | $1459 under,2019,Great
2444,Toyota,2018 Toyota Sequoia SR5,69126 ,3.4,526 ,39411,Great Deal | $2427 under,2018,Great
2445,Kia,2021 Kia Sorento SX,15085 ,4.8,834 ,35997,Great Deal | $3432 under,2021,Great
2446,Toyota,2021 Toyota Avalon TRD,16150 ,3.8,195 ,42990,Good Deal | $1077 under,2021,Good
2447,Toyota,2021 Toyota Sequoia SR5,28979 ,4.4,1149 ,54287,Good Deal | $2567 under,2021,Good
2448,BMW,2021 BMW X3 xDrive30i,26236 ,3.7,125 ,45900,Good Deal | $1430 under,2021,Good
2449,Kia,2022 Kia Carnival SX,8210 ,4.9,318 ,57999,Good Deal,2022,Good
2450,Ford,2021 Ford F-150 XLT,6702 ,4.6,524 ,46421,Good Deal | $2007 under,2021,Good
2451,Cadillac,2020 Cadillac CT5 Premium Luxury RWD,13422 ,3.0,141 ,41900,Great Deal,2020,Great
2452,Cadillac,2020 Cadillac CT4 Sport,17290 ,4.9,2247 ,37295,Great Deal | $4955 under,2020,Great
2453,Dodge,2021 Dodge Durango GT,20876 ,4.6,1819 ,48064,Good Deal,2021,Good
2454,Ford,2022 Ford Bronco Outer Banks Advanced,892 ,4.8,2876 ,64888,Good Deal,2022,Good
2455,BMW,2019 BMW i3 120Ah,27390 ,4.5,363 ,31500,Good Deal | $900 under,2019,Good
2456,BMW,2019 BMW i3 120Ah s,8705 ,4.5,363 ,34495,Good Deal,2019,Good
2457,Honda,2019 Honda Civic LX,29310 ,4.8,2345 ,23289,Good Deal,2019,Good
2458,BMW,2019 BMW i3 120Ah s,19490 ,4.5,363 ,31995,Good Deal | $666 under,2019,Good
2459,Toyota,2022 Toyota Avalon Limited,2502 ,4.6,1243 ,44000,Good Deal | $936 under,2022,Good
2460,Cadillac,2022 Cadillac CT5 Sport RWD,2037 ,4.5,104 ,49948,Good Deal | $616 under,2022,Good
2461,Ford,2020 Ford Ranger Lariat,63245 ,4.8,2929 ,34995,Good Deal | $458 under,2020,Good
2462,Volvo,2021 Volvo XC90 Recharge Plug-In Hybrid T8 R-Design 7 Passenger,26452 ,Nan,18 ,72430,Good Deal | $1595 under,2021,Good
2463,Volvo,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,28146 ,Nan,18 ,67998,Great Deal | $9254 under,2021,Great
2464,Volvo,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,30533 ,Nan,18 ,69299,Great Deal | $7507 under,2021,Great
2465,Toyota,2021 Toyota Venza Limited,31523 ,4.4,320 ,46990,Good Deal,2021,Good
2466,RAM,2020 RAM 1500 Limited,69614 ,4.8,561 ,49922,CPO Warrantied,2020,Unknown
2467,Kia,2020 Kia Sorento LX,54559 ,3.7,187 ,20120,CPO Warrantied,2020,Unknown
2468,Volvo,2021 Volvo XC60 T6 Momentum,41194 ,4.7,905 ,40776,Great Deal | $5096 under,2021,Great
2469,Toyota,2022 Toyota Camry Hybrid LE,20172 ,4.7,909 ,32978,Good Deal,2022,Good
2470,Toyota,2020 Toyota Camry Hybrid LE,10825 ,4.8,4332 ,31989,Good Deal,2020,Good
2471,Ford,2021 Ford Mustang GT Premium,12611 ,5.0,1266 ,49880,Good Deal,2021,Good
2472,Chevrolet,2022 Chevrolet Tahoe Z71,11109 ,Nan,11 ,69995,Great Deal | $8699 under,2022,Great
2473,Volkswagen,2022 Volkswagen Taos 1.5T SE,6807 ,4.1,72 ,26999,Great Deal | $2054 under,2022,Great
2474,Chevrolet,2021 Chevrolet Corvette Stingray w/1LT,8922 ,3.7,226 ,80000,CPO Warrantied,2021,Unknown
2475,Toyota,2020 Toyota Sequoia SR5,62233 ,Nan,16 ,48975,CPO Warrantied,2020,Unknown
2476,GMC,2021 GMC Sierra 1500 Elevation,38631 ,4.8,1677 ,46733,Good Deal | $1590 under,2021,Good
2477,Ford,2020 Ford Ranger XLT,54906 ,4.4,245 ,31490,Great Deal | $2113 under,2020,Great
2478,Honda,2020 Honda Pilot EX-L,17213 ,4.8,2345 ,39990,Good Deal | $991 under,2020,Good
2479,Nissan,2018 Nissan Maxima 3.5 Platinum,44368 ,Nan,0 ,27997,Great Deal | $2089 under,2018,Great
2480,Toyota,2021 Toyota Tundra 1794,8703 ,3.1,413 ,59000,Good Deal | $2706 under,2021,Good
2481,Toyota,2022 Toyota Tundra SR,4238 ,4.7,339 ,38850,CPO Warrantied,2022,Unknown
2482,Mercedes-Benz,2014 Mercedes-Benz G-Class G 550,116292 ,4.5,869 ,59999,Great Deal,2014,Great
2483,RAM,2021 RAM 1500 Laramie,30314 ,3.0,663 ,55365,Good Deal,2021,Good
2484,Porsche,2021 Porsche Panamera Base,9249 ,4.9,510 ,83103,CPO Warrantied,2021,Unknown
2485,Chrysler,2021 Chrysler Pacifica Touring-L,62153 ,4.1,841 ,26700,CPO Warrantied,2021,Unknown
2486,Chevrolet,2022 Chevrolet Corvette Stingray w/2LT,1100 ,4.0,621 ,90900,Great Deal,2022,Great
2487,Honda,2020 Honda Ridgeline RTL-E,34216 ,4.8,1361 ,39875,Great Deal | $2727 under,2020,Great
2488,RAM,2019 RAM 1500 Laramie,48137 ,4.3,113 ,43998,Good Deal | $2049 under,2019,Good
2489,Toyota,2021 Toyota Highlander LE,11724 ,4.6,1140 ,38806,Good Deal | $1051 under,2021,Good
2490,Rolls-Royce,2021 Rolls-Royce Phantom ,5612 ,4.6,2697 ,539579,Good Deal | $9715 under,2021,Good
2491,Cadillac,2021 Cadillac CT5 Luxury RWD,20465 ,Nan,42 ,36795,Great Deal | $1981 under,2021,Great
2492,Ford,2021 Ford Mustang Mach-E Premium,23603 ,4.6,1269 ,55913,Great Deal | $3602 under,2021,Great
2493,Kia,2022 Kia Sorento LX,4379 ,4.9,280 ,31498,CPO Warrantied,2022,Unknown
2494,Ford,2020 Ford F-150 XLT,32038 ,4.3,1965 ,47694,Good Deal,2020,Good
2495,Ford,2019 Ford Fusion Energi Titanium,15177 ,4.3,1965 ,29743,Good Deal,2019,Good
2496,GMC,2022 GMC Terrain SLT,7896 ,3.0,161 ,33000,Fair Deal,2022,Fair
2497,Dodge,2021 Dodge Durango R/T,24717 ,4.6,1819 ,54413,Fair Deal,2021,Fair
2498,Honda,2022 Honda Insight Touring,2747 ,4.7,3560 ,34793,Good Deal,2022,Good
2499,Honda,2019 Honda CR-V LX,18797 ,4.8,2345 ,28489,Good Deal,2019,Good
2500,Cadillac,2020 Cadillac CT5 Premium Luxury AWD,40205 ,3.1,1862 ,36864,Great Deal | $5269 under,2020,Great
2501,Honda,2020 Honda Pilot EX-L,26284 ,4.8,953 ,33306,Great Deal | $6752 under,2020,Great
2502,INFINITI,2020 INFINITI Q60 3.0t LUXE,60432 ,4.6,138 ,31500,CPO Warrantied,2020,Unknown
2503,Porsche,2018 Porsche 718 Boxster Base,15189 ,4.6,146 ,64576,Great Deal | $3343 under,2018,Great
2504,Ford,2020 Ford F-150 XLT,30447 ,4.4,1370 ,42557,Good Deal,2020,Good
2505,Chevrolet,2021 Chevrolet Trailblazer LT,36743 ,4.2,799 ,23997,Great Deal,2021,Great
2506,Toyota,2021 Toyota Tundra SR5,11223 ,4.1,236 ,48997,Good Deal | $1366 under,2021,Good
2507,Ferrari,2021 Ferrari F8 Spider Base,1107 ,4.5,87 ,534995,CPO Warrantied,2021,Unknown
2508,Toyota,2020 Toyota Tundra SR5,25656 ,3.4,526 ,43401,Great Deal | $6097 under,2020,Great
2509,Nissan,2018 Nissan Titan PRO-4X,82250 ,4.4,164 ,30000,Good Deal | $1448 under,2018,Good
2510,Chevrolet,2019 Chevrolet Blazer RS,42480 ,Nan,80 ,39985,Good Deal | $711 under,2019,Good
2511,Dodge,2021 Dodge Durango R/T,10590 ,Nan,26 ,50849,CPO Warrantied,2021,Unknown
2512,Porsche,2019 Porsche Panamera E-Hybrid 4,18713 ,3.5,150 ,90450,Good Deal,2019,Good
2513,Chevrolet,2021 Chevrolet Trailblazer RS,29687 ,2.9,188 ,27835,Great Deal,2021,Great
2514,Toyota,2022 Toyota Tundra Limited,17999 ,4.5,3338 ,55988,Good Deal | $1345 under,2022,Good
2515,Ford,2022 Ford Mustang Mach 1,870 ,4.7,1250 ,64987,Fair Deal,2022,Fair
2516,Kia,2021 Kia Sorento Hybrid EX,27105 ,4.7,115 ,41487,Good Deal | $1045 under,2021,Good
2517,Nissan,2019 Nissan Maxima 3.5 Platinum,41860 ,4.5,308 ,30980,Good Deal | $824 under,2019,Good
2518,Volvo,2020 Volvo XC90 T6 Momentum 6 Passenger,24797 ,4.7,1121 ,46499,Great Deal,2020,Great
2519,Nissan,2021 Nissan Armada Platinum,4325 ,4.9,1202 ,68990,Good Deal,2021,Good
2520,Ford,2015 Ford Mustang EcoBoost,79764 ,4.6,324 ,22990,Good Deal,2015,Good
2521,Subaru,2020 Subaru Impreza Premium,30838 ,Nan,21 ,24299,Good Deal | $1042 under,2020,Good
2522,Toyota,2022 Toyota Highlander L,362 ,2.7,413 ,35549,CPO Warrantied,2022,Unknown
2523,Chevrolet,2018 Chevrolet Traverse LS,56640 ,4.7,556 ,23499,Great Deal | $2916 under,2018,Great
2524,Volvo,2020 Volvo S60 T5 Momentum,32718 ,Nan,185 ,27999,CPO Warrantied,2020,Unknown
2525,BMW,2019 BMW 750 i,23524 ,4.7,5633 ,56987,Great Deal | $8361 under,2019,Great
2526,BMW,2022 BMW 750 i xDrive,6993 ,4.7,9960 ,97467,Good Deal | $128 under,2022,Good
2527,Jeep,2022 Jeep Grand Cherokee L Overland,14002 ,4.9,1140 ,55400,Good Deal,2022,Good
2528,Porsche,2019 Porsche Macan Base,23269 ,4.7,586 ,48495,Great Deal | $6854 under,2019,Great
2529,Volvo,2019 Volvo XC90 T6 Momentum,37409 ,4.7,264 ,42995,Great Deal,2019,Great
2530,Toyota,2018 Toyota Camry Hybrid XLE,61637 ,4.6,1217 ,25777,Good Deal,2018,Good
2531,Porsche,2020 Porsche Macan ,26232 ,3.7,119 ,56991,Good Deal | $1852 under,2020,Good
2532,Ford,2019 Ford Expedition Limited,41633 ,4.9,1531 ,47491,Great Deal | $4675 under,2019,Great
2533,Chrysler,2021 Chrysler Pacifica Hybrid Touring L,19437 ,4.7,308 ,44791,Great Deal | $2263 under,2021,Great
2534,Toyota,2017 Toyota Prius Prime Advanced,49155 ,3.1,966 ,28891,Good Deal,2017,Good
2535,Nissan,2022 Nissan Pathfinder SL,4251 ,3.8,342 ,44500,Good Deal | $1539 under,2022,Good
2536,Volvo,2020 Volvo V60 Cross Country T5,41640 ,4.7,905 ,39687,Good Deal | $1146 under,2020,Good
2537,GMC,2019 GMC Sierra 1500 SLT,30188 ,4.7,975 ,53999,Good Deal,2019,Good
2538,Cadillac,2021 Cadillac CT4 Luxury,3740 ,4.2,794 ,38500,Great Deal | $5475 under,2021,Great
2539,Porsche,2018 Porsche 911 Carrera GTS,17207 ,4.8,337 ,138900,Fair Deal,2018,Fair
2540,Volvo,2022 Volvo S60 Recharge Plug-In Hybrid T8 Black Edition R-Design Extended Range,3173 ,4.9,1629 ,59998,Good Deal,2022,Good
2541,Volkswagen,2017 Volkswagen Tiguan 2.0T S,34143 ,4.5,1836 ,19500,Great Deal | $3416 under,2017,Great
2542,Volvo,2018 Volvo S90 T5 Momentum,37503 ,Nan,7 ,28990,Great Deal | $2284 under,2018,Great
2543,Porsche,2017 Porsche 718 Boxster S,4824 ,4.5,162 ,80995,CPO Warrantied,2017,Unknown
2544,Subaru,2021 Subaru Ascent Touring 7-Passenger,4543 ,4.7,2462 ,47111,Fair Deal,2021,Fair
2545,Ford,2019 Ford Transit Connect XLT,29300 ,5.0,1297 ,27499,Good Deal | $647 under,2019,Good
2546,Ford,2021 Ford F-150 XLT,32000 ,2.9,384 ,47600,Good Deal,2021,Good
2547,Nissan,2018 Nissan Armada SL,68765 ,4.6,204 ,28394,Great Deal | $7397 under,2018,Great
2548,Toyota,2021 Toyota Sienna Limited,27297 ,4.9,2724 ,55400,Fair Deal,2021,Fair
2549,Honda,2021 Honda Accord Sport 1.5T,170 ,4.9,4786 ,30999,CPO Warrantied,2021,Unknown
2550,Volkswagen,2022 Volkswagen Taos 1.5T SEL,10509 ,4.1,72 ,32499,Fair Deal,2022,Fair
2551,Volkswagen,2022 Volkswagen Taos 1.5T SE,5775 ,4.1,72 ,26999,Good Deal | $1076 under,2022,Good
2552,Kia,2021 Kia Seltos S,25691 ,4.9,1312 ,24000,Great Deal | $5378 under,2021,Great
2553,Chevrolet,2018 Chevrolet Camaro ZL1,40179 ,4.6,548 ,51977,Great Deal | $7247 under,2018,Great
2554,Acura,2022 Acura ILX Premium & A-SPEC Packages,9788 ,4.2,1363 ,33152,Good Deal,2022,Good
2555,Nissan,2019 Nissan Titan SL,64315 ,4.6,32 ,38800,Good Deal | $984 under,2019,Good
2556,Kia,2021 Kia K5 EX,50242 ,4.7,264 ,28511,Good Deal | $1149 under,2021,Good
2557,Volvo,2022 Volvo XC90 T6 Inscription 6 Passenger,1120 ,2.5,168 ,62831,Good Deal | $1268 under,2022,Good
2558,BMW,2021 BMW M340 i xDrive,19372 ,4.0,316 ,56900,Good Deal,2021,Good
2559,Ford,2019 Ford Expedition Limited,27834 ,4.6,715 ,53968,Good Deal | $167 under,2019,Good
2560,Volvo,2020 Volvo XC90 T6 Momentum 7 Passenger,32848 ,4.9,1606 ,41991,Great Deal,2020,Great
2561,Porsche,2021 Porsche Macan Base,14663 ,4.4,310 ,59995,Good Deal | $2216 under,2021,Good
2562,BMW,2020 BMW X3 xDrive30i,48017 ,4.9,1497 ,38840,Great Deal | $4979 under,2020,Great
2563,Nissan,2022 Nissan Pathfinder SV,6420 ,Nan,176 ,41000,Good Deal,2022,Good
2564,Ford,2021 Ford Expedition XLT,14616 ,3.0,877 ,50900,Great Deal | $5151 under,2021,Great
2565,BMW,2022 BMW X7 xDrive40i,13153 ,4.7,1413 ,84504,Good Deal,2022,Good
2566,Volkswagen,2022 Volkswagen Taos 1.5T SE,8064 ,4.7,940 ,27500,Great Deal | $1865 under,2022,Great
2567,Bentley,2021 Bentley Bentayga Speed,3199 ,Nan,6 ,269988,Good Deal,2021,Good
2568,Honda,2021 Honda CR-V Hybrid EX-L,22556 ,4.8,4178 ,35997,Great Deal | $1851 under,2021,Great
2569,Volkswagen,2022 Volkswagen Taos 1.5T SEL,8576 ,4.6,44 ,30000,Great Deal | $1668 under,2022,Great
2570,GMC,2021 GMC Canyon Elevation,7348 ,4.7,1382 ,39987,Good Deal | $371 under,2021,Good
2571,Volvo,2021 Volvo S60 T5 Momentum,16506 ,Nan,8 ,33519,CPO Warrantied,2021,Unknown
2572,Cadillac,2021 Cadillac Escalade Sport Platinum,29102 ,Nan,50 ,106989,Good Deal | $646 under,2021,Good
2573,BMW,2019 BMW 540 i,39571 ,2.7,184 ,38990,Good Deal | $1298 under,2019,Good
2574,Porsche,2019 Porsche 911 Carrera,19091 ,4.8,488 ,113652,Good Deal,2019,Good
2575,Acura,2022 Acura MDX Technology,6408 ,4.5,284 ,53500,Good Deal,2022,Good
2576,Jeep,2021 Jeep Gladiator Rubicon,23659 ,4.6,1819 ,53301,Good Deal,2021,Good
2577,GMC,2020 GMC Terrain Denali,72658 ,3.3,513 ,30284,Good Deal | $147 under,2020,Good
2578,Acura,2021 Acura ILX Base,5777 ,4.8,1347 ,25596,Great Deal | $2946 under,2021,Great
2579,Chevrolet,2022 Chevrolet Tahoe Z71,9085 ,4.4,29 ,70999,Great Deal | $4475 under,2022,Great
2580,Chrysler,2021 Chrysler Pacifica Limited,63164 ,4.4,33 ,42500,Good Deal,2021,Good
2581,Cadillac,2020 Cadillac CT4 Premium Luxury,10883 ,4.7,1382 ,39487,Great Deal | $3455 under,2020,Great
2582,Ford,2017 Ford Explorer sport,67460 ,4.6,324 ,29900,Good Deal | $1002 under,2017,Good
2583,BMW,2019 BMW Z4 sDrive30i,28965 ,4.7,942 ,44945,Great Deal | $4773 under,2019,Great
2584,BMW,2019 BMW 440 Gran Coupe i xDrive,56138 ,3.7,63 ,31897,Great Deal,2019,Great
2585,Chevrolet,2020 Chevrolet Tahoe LT,64175 ,4.0,178 ,40589,Great Deal | $7954 under,2020,Great
2586,Kia,2023 Kia Stinger GT2,192 ,3.8,2019 ,52022,CPO Warrantied,2023,Unknown
2587,Jeep,2022 Jeep Grand Wagoneer Series II,6528 ,4.7,2654 ,88000,Good Deal | $3254 under,2022,Good
2588,Chevrolet,2022 Chevrolet Tahoe Z71,6016 ,5.0,9549 ,74460,Great Deal | $8868 under,2022,Great
2589,RAM,2022 RAM 1500 Big Horn,11018 ,4.0,1122 ,38795,Good Deal | $1871 under,2022,Good
2590,BMW,2021 BMW 330 i,43153 ,4.9,2737 ,40654,Good Deal,2021,Good
2591,Volkswagen,2021 Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,17261 ,4.6,4436 ,44990,Fair Deal,2021,Fair
2592,Volvo,2020 Volvo V60 T5 R-Design,26458 ,5.0,44 ,42994,CPO Warrantied,2020,Unknown
2593,Kia,2019 Kia Stinger GT,36655 ,4.2,1342 ,33901,Great Deal | $5408 under,2019,Great
2594,BMW,2018 BMW X6 M Base,46012 ,4.5,88 ,61998,Great Deal | $5528 under,2018,Great
2595,BMW,2020 BMW M550 i xDrive,34710 ,4.6,1508 ,59991,Great Deal | $8714 under,2020,Great
2596,BMW,2019 BMW M550 i xDrive,35091 ,4.7,617 ,52999,Great Deal | $6650 under,2019,Great
2597,Chevrolet,2022 Chevrolet Tahoe Z71,2695 ,4.6,548 ,73977,Great Deal | $5179 under,2022,Great
2598,Ford,2020 Ford F-150 XLT,13782 ,4.3,1965 ,44177,Good Deal | $1873 under,2020,Good
2599,Porsche,2019 Porsche Panamera GTS,15667 ,5.0,345 ,119964,Good Deal | $4173 under,2019,Good
2600,RAM,2022 RAM 1500 Big Horn,7454 ,4.4,441 ,43777,Good Deal | $1854 under,2022,Good
2601,Buick,2020 Buick Envision Premium I,65364 ,3.3,513 ,28795,Great Deal | $1605 under,2020,Great
2602,Chevrolet,2022 Chevrolet Camaro SS,3207 ,4.6,2808 ,43878,Great Deal | $6406 under,2022,Great
2603,Porsche,2019 Porsche Cayenne E-Hybrid Base,30171 ,4.3,86 ,77991,Good Deal | $1321 under,2019,Good
2604,Volvo,2019 Volvo XC90 T5 R-Design,34972 ,4.3,158 ,43711,Great Deal | $5021 under,2019,Great
2605,Chevrolet,2020 Chevrolet Tahoe LT,45990 ,4.4,5575 ,46940,Great Deal | $6001 under,2020,Great
2606,Toyota,2022 Toyota Tundra SR5,1182 ,4.9,1857 ,53700,Great Deal | $3349 under,2022,Great
2607,Cadillac,2020 Cadillac XT4 Premium Luxury,32426 ,3.1,24 ,33778,Great Deal | $5030 under,2020,Great
2608,Acura,2022 Acura MDX Technology,11640 ,Nan,61 ,49690,Good Deal,2022,Good
2609,Toyota,2022 Toyota 4Runner Limited,4246 ,4.8,8600 ,47866,Good Deal,2022,Good
2610,Buick,2021 Buick Envision Essence,15768 ,2.8,157 ,36946,Great Deal | $3422 under,2021,Great
2611,Buick,2020 Buick Envision Essence,38772 ,2.8,157 ,30577,Good Deal | $1355 under,2020,Good
2612,BMW,2019 BMW M550 i xDrive,29472 ,3.8,373 ,58568,Good Deal,2019,Good
2613,GMC,2021 GMC Sierra 1500 Elevation,23023 ,4.1,78 ,48694,Great Deal | $2945 under,2021,Great
2614,Acura,2020 Acura MDX 3.5L w/Technology Package,19663 ,4.7,701 ,41900,Great Deal | $6061 under,2020,Great
2615,Volvo,2019 Volvo XC90 T6 Momentum,39620 ,Nan,4 ,41990,Great Deal | $5900 under,2019,Great
2616,Kia,2022 Kia Carnival SX Prestige,24897 ,4.9,1312 ,50000,Good Deal | $833 under,2022,Good
2617,Kia,2022 Kia K5 GT-Line,21545 ,4.4,2627 ,32272,Good Deal | $1319 under,2022,Good
2618,Honda,2019 Honda Passport Sport,19819 ,4.5,1470 ,29187,Great Deal | $2733 under,2019,Great
2619,Aston Martin,2020 Aston Martin Vantage Base,1390 ,Nan,8 ,149888,Great Deal,2020,Great
2620,Volkswagen,2021 Volkswagen Arteon 2.0T SEL R-Line,20533 ,4.9,2364 ,39430,Good Deal,2021,Good
2621,Volkswagen,2021 Volkswagen Arteon 2.0T SEL R-Line,8863 ,4.9,3266 ,40795,Good Deal,2021,Good
2622,Volkswagen,2020 Volkswagen Arteon 2.0T SEL R-Line,38797 ,4.9,2364 ,33988,Great Deal | $1982 under,2020,Great
2623,Toyota,2022 Toyota Tundra Hybrid Platinum,142 ,4.0,416 ,77989,CPO Warrantied,2022,Unknown
2624,Chevrolet,2020 Chevrolet Traverse RS,39539 ,4.6,1548 ,41999,Great Deal | $4028 under,2020,Great
2625,Jeep,2020 Jeep Compass Trailhawk,60913 ,Nan,27 ,23485,Great Deal | $2444 under,2020,Great
