,Name,Vehicle_details,Mileage,Rating,Rating-Count,Price,Deal-Status,Year,Status
0,Chevrolet,2018 Chevrolet Traverse Premier,53969 ,Nan,2 ,35854,Great Deal | $2831 under,2018,Great
1,Ford,2018 Ford Edge SEL,35115 ,4.5,23 ,28592,Good Deal | $497 under,2018,Good
2,Kia,2022 Kia Carnival SX Prestige,26630 ,Nan,3 ,50668,Great Deal | $3880 under,2022,Great
3,Acura,2020 Acura TLX V6 Advance,19097 ,5.0,359 ,39958,Good Deal,2020,Good
4,Volkswagen,2016 Volkswagen Touareg TDI Lux,64426 ,4.4,313 ,31586,Great Deal | $3917 under,2016,Great
5,Toyota,2022 Toyota Corolla Cross LE,1754 ,4.6,1243 ,35000,Great Deal | $7879 under,2022,Great
6,BMW,2019 BMW 540 i,13044 ,4.5,363 ,45495,Good Deal,2019,Good
7,Honda,2022 Honda Passport EX-L,13786 ,4.3,122 ,39999,Good Deal,2022,Good
8,BMW,2020 BMW 840 Gran Coupe i,35729 ,4.7,1234 ,65998,CPO Warrantied,2020,Unknown
9,Mercedes-Benz,2020 Mercedes-Benz S-Class S 560 4MATIC,30312 ,4.9,1820 ,75887,CPO Warrantied,2020,Unknown
10,INFINITI,2022 INFINITI QX55 LUXE,24007 ,4.2,418 ,43327,Good Deal | $529 under,2022,Good
11,Kia,2020 Kia Sorento LX,44637 ,4.6,2832 ,28075,Good Deal,2020,Good
12,Chevrolet,2022 Chevrolet Trailblazer RS,7561 ,4.9,143 ,30989,Good Deal | $1286 under,2022,Good
13,Toyota,2019 Toyota Camry Hybrid LE,70669 ,4.6,1243 ,26000,Good Deal | $649 under,2019,Good
14,Honda,2020 Honda Passport ,23029 ,Nan,74 ,35995,Great Deal | $3912 under,2020,Great
15,Toyota,2017 Toyota Highlander Hybrid Limited Platinum,64076 ,4.7,460 ,37500,Good Deal,2017,Good
16,BMW,2021 BMW 540 i,21260 ,4.6,1068 ,57994,Good Deal,2021,Good
17,Chevrolet,2022 Chevrolet Tahoe Commercial Fleet,5124 ,4.9,1211 ,53995,Hot Car,2022,Unknown
18,Jeep,2022 Jeep Wrangler Unlimited Rubicon 392,105 ,4.2,631 ,84000,CPO Warrantied,2022,Unknown
19,Volkswagen,2022 Volkswagen Jetta 1.5T SE,6000 ,4.9,1959 ,27990,Good Deal,2022,Good
20,Toyota,2021 Toyota Highlander XSE,29139 ,Nan,380 ,41000,Good Deal,2021,Good
21,Dodge,2022 Dodge Durango SXT,800 ,2.3,135 ,41997,Good Deal,2022,Good
22,Acura,2022 Acura MDX A-Spec,11992 ,4.8,186 ,59888,Good Deal | $275 under,2022,Good
23,BMW,2019 BMW 440 i,53272 ,2.7,184 ,41990,Good Deal,2019,Good
24,Buick,2020 Buick Encore GX Preferred,16712 ,4.1,59 ,24494,Great Deal | $1239 under,2020,Great
25,Alfa Romeo,2022 Alfa Romeo Stelvio Veloce,1379 ,4.8,868 ,50900,Good Deal,2022,Good
26,Kia,2023 Kia Sportage Hybrid LX,2000 ,3.9,266 ,33111,CPO Warrantied,2023,Unknown
27,Honda,2017 Honda Ridgeline RTL-T,104466 ,4.7,326 ,25933,Good Deal,2017,Good
28,Subaru,2020 Subaru Impreza Sport,12971 ,3.9,342 ,25000,Good Deal | $463 under,2020,Good
29,BMW,2020 BMW M850 Gran Coupe i xDrive,33382 ,4.9,394 ,81200,Great Deal | $8049 under,2020,Great
30,BMW,2020 BMW 530e xDrive iPerformance,9734 ,1.8,198 ,47996,Good Deal | $1118 under,2020,Good
31,Cadillac,2020 Cadillac CT5 Sport AWD,12499 ,4.8,548 ,43631,Great Deal | $3463 under,2020,Great
32,Cadillac,2019 Cadillac CT6 Luxury,34237 ,4.9,204 ,39595,Great Deal,2019,Great
33,BMW,2020 BMW X3 xDrive30i,29214 ,4.9,119 ,37989,Great Deal | $7597 under,2020,Great
34,Toyota,2021 Toyota Sienna XSE 7 Passenger,35217 ,4.6,945 ,50406,Good Deal,2021,Good
35,Honda,2019 Honda Passport Sport,25390 ,4.8,599 ,27900,Great Deal | $2118 under,2019,Great
36,Honda,2020 Honda Accord Sport 1.5T,7531 ,4.7,994 ,29987,Good Deal,2020,Good
37,Toyota,2021 Toyota Camry XSE,18548 ,4.9,357 ,35290,Good Deal,2021,Good
38,BMW,2021 BMW X5 sDrive40i,17998 ,4.8,642 ,56579,Great Deal | $8086 under,2021,Great
39,Jeep,2021 Jeep Gladiator Mojave,16757 ,4.9,535 ,54390,Fair Deal,2021,Fair
40,Acura,2021 Acura RDX A-Spec,21756 ,4.7,415 ,44695,Great Deal | $2552 under,2021,Great
41,Cadillac,2022 Cadillac Escalade Premium Luxury,5181 ,4.9,438 ,106745,Great Deal,2022,Great
42,Honda,2020 Honda Insight EX,25188 ,4.8,2345 ,28990,Fair Deal,2020,Fair
43,Acura,2021 Acura RDX A-Spec,21756 ,4.7,415 ,44695,Great Deal | $2552 under,2021,Great
44,Cadillac,2022 Cadillac Escalade Premium Luxury,5181 ,4.9,438 ,106745,Great Deal,2022,Great
45,Nissan,2022 Nissan Maxima SR,14974 ,3.0,266 ,38996,Great Deal,2022,Great
46,Kia,2022 Kia EV6 Wind,1305 ,Nan,Nan,53381,CPO Warrantied,2022,Unknown
47,Toyota,2023 Toyota Camry SE,825 ,4.5,190 ,31194,CPO Warrantied,2023,Unknown
48,INFINITI,2019 INFINITI QX80 Luxe,32950 ,4.8,1170 ,43998,Great Deal | $8804 under,2019,Great
49,Cadillac,2020 Cadillac XT4 Sport,8827 ,5.0,71 ,39499,Great Deal | $4185 under,2020,Great
50,BMW,2021 BMW 840 Gran Coupe i xDrive,8925 ,3.9,139 ,78688,Good Deal,2021,Good
51,Volvo,2020 Volvo S60 T6 Momentum,21187 ,Nan,274 ,34490,Good Deal | $269 under,2020,Good
52,RAM,2021 RAM 1500 Laramie,30079 ,4.5,12 ,47726,Good Deal,2021,Good
53,BMW,2020 BMW 430 Gran Coupe i,22116 ,2.7,184 ,39990,Great Deal | $8585 under,2020,Great
54,Chrysler,2019 Chrysler Pacifica Hybrid Touring Plus,49804 ,4.2,1164 ,34734,Great Deal | $2836 under,2019,Great
55,GMC,2019 GMC Savana 2500 Work Van,18702 ,4.9,1086 ,38103,Good Deal | $1170 under,2019,Good
56,Chevrolet,2018 Chevrolet Traverse LT Cloth,65527 ,2.7,130 ,28772,Great Deal | $4061 under,2018,Great
57,Kia,2022 Kia EV6 Wind,3998 ,3.5,140 ,53718,CPO Warrantied,2022,Unknown
58,Ford,2021 Ford Bronco Outer Banks Advanced,9726 ,4.5,23 ,58592,Good Deal | $2518 under,2021,Good
59,Kia,2019 Kia Sportage EX,33209 ,2.8,64 ,25613,Great Deal | $1994 under,2019,Great
60,Cadillac,2020 Cadillac CT4 Premium Luxury,1124 ,3.3,268 ,34988,Great Deal | $4686 under,2020,Great
61,INFINITI,2022 INFINITI QX55 SENSORY,16716 ,4.6,532 ,48984,Good Deal,2022,Good
62,Toyota,2022 Toyota Highlander Hybrid LE,905 ,4.7,1051 ,47994,Good Deal | $1508 under,2022,Good
63,BMW,2022 BMW M340 i,1190 ,4.8,546 ,56995,Fair Deal,2022,Fair
64,Toyota,2021 Toyota Avalon Hybrid Limited,6860 ,3.9,829 ,41656,Good Deal,2021,Good
65,INFINITI,2019 INFINITI QX30 Luxe,46096 ,4.6,827 ,25500,Good Deal | $170 under,2019,Good
66,Cadillac,2020 Cadillac Escalade ESV Premium Luxury,18764 ,4.9,702 ,71998,Great Deal,2020,Great
67,Volvo,2022 Volvo V90 Cross Country B6 AWD,8419 ,5.0,644 ,57000,Great Deal,2022,Great
68,BMW,2020 BMW X2 xDrive28i,33762 ,2.7,184 ,38990,Great Deal | $7608 under,2020,Great
69,BMW,2021 BMW X7 xDrive40i,14534 ,4.8,655 ,75429,Great Deal | $6683 under,2021,Great
70,BMW,2020 BMW M850 Gran Coupe i xDrive,8548 ,4.8,2005 ,85995,Great Deal,2020,Great
71,Buick,2018 Buick LaCrosse Premium,41886 ,Nan,27 ,25977,Good Deal,2018,Good
72,Porsche,2016 Porsche Cayman ,29192 ,1.6,15 ,51998,Great Deal | $2641 under,2016,Great
73,BMW,2021 BMW 740 i xDrive,13210 ,4.5,843 ,73880,Good Deal | $759 under,2021,Good
74,BMW,2020 BMW 750 i xDrive,21132 ,4.7,1780 ,71971,Great Deal,2020,Great
75,Nissan,2021 Nissan Armada SL,41363 ,4.9,850 ,48700,Great Deal | $7387 under,2021,Great
76,Chevrolet,2022 Chevrolet Malibu 1LS,3090 ,4.8,946 ,24900,CPO Warrantied,2022,Unknown
77,GMC,2020 GMC Acadia SLE,24839 ,Nan,18 ,31999,Great Deal | $3332 under,2020,Great
78,Chrysler,2019 Chrysler Pacifica Hybrid Touring Plus,49804 ,4.2,1164 ,34734,Great Deal | $2836 under,2019,Great
79,Chevrolet,2019 Chevrolet Blazer Premier,31320 ,3.3,232 ,36942,Great Deal | $2969 under,2019,Great
80,Toyota,2022 Toyota Highlander Hybrid LE,905 ,4.7,1051 ,47994,Good Deal | $1508 under,2022,Good
81,BMW,2020 BMW 430 Gran Coupe i,22116 ,2.7,184 ,39990,Great Deal | $8585 under,2020,Great
82,Volkswagen,2022 Volkswagen Tiguan 2.0T S,5652 ,4.6,951 ,28999,Great Deal | $2398 under,2022,Great
83,INFINITI,2020 INFINITI QX50 Luxe,19578 ,4.8,274 ,37200,Great Deal | $4693 under,2020,Great
84,Porsche,2021 Porsche Cayenne Base,18100 ,4.6,317 ,75550,Great Deal,2021,Great
85,BMW,2021 BMW 740 i xDrive,13210 ,4.5,843 ,73880,Good Deal | $759 under,2021,Good
86,Toyota,2021 Toyota Avalon Hybrid Limited,6860 ,3.9,829 ,41656,Good Deal,2021,Good
87,INFINITI,2019 INFINITI QX30 Luxe,46096 ,4.6,827 ,25500,Good Deal | $170 under,2019,Good
88,INFINITI,2022 INFINITI QX55 SENSORY,16716 ,4.6,532 ,48984,Good Deal,2022,Good
89,Toyota,2022 Toyota Highlander Hybrid LE,905 ,4.7,1051 ,47994,Good Deal | $1508 under,2022,Good
90,Kia,2019 Kia Sportage EX,33209 ,2.8,64 ,25613,Great Deal | $1994 under,2019,Great
91,Cadillac,2020 Cadillac CT4 Premium Luxury,1124 ,3.3,268 ,34988,Great Deal | $4686 under,2020,Great
92,Porsche,2016 Porsche Cayman ,29192 ,1.6,15 ,51998,Great Deal | $2641 under,2016,Great
93,BMW,2022 BMW X5 M50i,21751 ,4.9,832 ,85900,Good Deal | $243 under,2022,Good
94,GMC,2022 GMC Acadia Denali,4161 ,4.6,308 ,44987,Great Deal,2022,Great
95,Volvo,2023 Volvo XC90 B6 Ultimate 7-Seater,2385 ,4.6,245 ,72998,CPO Warrantied,2023,Unknown
96,Volvo,2022 Volvo V90 Cross Country B6 AWD,8419 ,5.0,644 ,57000,Great Deal,2022,Great
97,Ford,2015 Ford Edge Titanium,92117 ,3.1,1207 ,15000,Great Deal | $3726 under,2015,Great
98,Chevrolet,2019 Chevrolet Blazer Premier,31320 ,3.3,232 ,36942,Great Deal | $2969 under,2019,Great
99,Kia,2023 Kia K5 GT-Line,2562 ,4.8,1839 ,34950,CPO Warrantied,2023,Unknown
100,Subaru,2021 Subaru Outback Touring,19903 ,4.9,6045 ,36500,Great Deal | $3878 under,2021,Great
101,Kia,2021 Kia Sorento Hybrid EXFWD,26300 ,4.4,760 ,37991,Good Deal,2021,Good
102,Ford,2021 Ford Expedition XLT,16009 ,4.4,3682 ,52310,Great Deal | $3306 under,2021,Great
103,Toyota,2022 Toyota Highlander XSE,11774 ,3.6,1004 ,49555,Good Deal,2022,Good
104,Buick,2018 Buick Enclave Premium,48278 ,4.1,59 ,32009,Great Deal | $4932 under,2018,Great
105,Toyota,2022 Toyota RAV4 Prime SE,195 ,4.3,960 ,61455,CPO Warrantied,2022,Unknown
106,Toyota,2021 Toyota Sequoia TRD Pro,28803 ,3.9,439 ,71999,Good Deal | $2993 under,2021,Good
107,BMW,2020 BMW 750 i xDrive,17930 ,4.5,1026 ,71443,Great Deal | $8156 under,2020,Great
108,Kia,2022 Kia Stinger GT-Line,11634 ,4.2,1342 ,39401,Great Deal | $4030 under,2022,Great
109,BMW,2019 BMW 540 i,28081 ,4.5,363 ,45245,Good Deal | $1353 under,2019,Good
110,Volvo,2020 Volvo XC90 T6 Momentum 7 Passenger,17134 ,4.7,2833 ,48899,Great Deal | $9796 under,2020,Great
111,Volvo,2019 Volvo V90 T5 R-Design,40406 ,4.6,1072 ,39995,Fair Deal,2019,Fair
112,Kia,2022 Kia Stinger GT-Line,22181 ,3.1,1862 ,38053,Great Deal | $4897 under,2022,Great
113,Cadillac,2019 Cadillac CT6-V 4.2L Blackwing Twin Turbo,15171 ,3.8,158 ,84495,Good Deal | $379 under,2019,Good
114,Volvo,2021 Volvo XC60 T5 Inscription,16280 ,4.8,2102 ,46669,Good Deal,2021,Good
115,Chrysler,2019 Chrysler 300 Limited,29628 ,4.9,5850 ,24000,Great Deal | $5730 under,2019,Great
116,Ford,2015 Ford Escape SE,31882 ,4.5,23 ,19931,Good Deal | $684 under,2015,Good
117,Acura,2021 Acura ILX Base,13664 ,4.7,142 ,29995,Good Deal | $874 under,2021,Good
118,INFINITI,2020 INFINITI QX60 Luxe,38048 ,Nan,106 ,35293,Great Deal | $5570 under,2020,Great
119,Chevrolet,2021 Chevrolet Trailblazer LT,22998 ,2.7,130 ,28749,Good Deal | $1178 under,2021,Good
120,Ferrari,2020 Ferrari Portofino Base,16205 ,4.5,40 ,249795,CPO Warrantied,2020,Unknown
121,GMC,2021 GMC Acadia AT4,19945 ,4.1,10 ,41991,Good Deal,2021,Good
122,Chevrolet,2021 Chevrolet Suburban Z71,31507 ,Nan,47 ,66500,Great Deal | $4198 under,2021,Great
123,Porsche,2022 Porsche Taycan Cross Turismo 4,7864 ,5.0,283 ,129990,Good Deal,2022,Good
124,Porsche,2022 Porsche Macan Base,4089 ,4.0,853 ,67992,Good Deal | $239 under,2022,Good
125,BMW,2020 BMW 540 i xDrive,34349 ,Nan,13 ,48500,Great Deal | $5757 under,2020,Great
126,RAM,2022 RAM 1500 Big Horn,4044 ,4.7,600 ,51700,Good Deal,2022,Good
127,Ferrari,2020 Ferrari Portofino Base,16205 ,4.5,40 ,249795,CPO Warrantied,2020,Unknown
128,INFINITI,2020 INFINITI QX60 Luxe,38048 ,Nan,106 ,35293,Great Deal | $5570 under,2020,Great
129,Chevrolet,2021 Chevrolet Trailblazer LT,22998 ,2.7,130 ,28749,Good Deal | $1178 under,2021,Good
130,Nissan,2021 Nissan Rogue Sport SV,11877 ,4.1,539 ,25921,Great Deal | $1371 under,2021,Great
131,Volkswagen,2022 Volkswagen ID.4 Pro,1507 ,4.9,1479 ,49970,Fair Deal,2022,Fair
132,Nissan,2021 Nissan Armada Platinum,34505 ,4.9,850 ,59900,Good Deal | $2503 under,2021,Good
133,Ford,2021 Ford F-150 Lariat,20042 ,4.9,1531 ,54581,Great Deal | $3190 under,2021,Great
134,GMC,2018 GMC Terrain SLE,66644 ,4.7,4171 ,22495,Great Deal | $2764 under,2018,Great
135,Mitsubishi,2022 Mitsubishi Eclipse Cross SE,6516 ,4.8,507 ,29187,Good Deal | $850 under,2022,Good
136,Kia,2022 Kia Carnival LXS,19269 ,2.7,36 ,39500,Good Deal | $1012 under,2022,Good
137,BMW,2021 BMW M340 i xDrive,23270 ,4.6,1683 ,53995,Good Deal,2021,Good
138,Kia,2021 Kia Stinger GT2,3452 ,4.9,2595 ,45023,Good Deal | $1839 under,2021,Good
139,Nissan,2019 Nissan Armada Platinum,36008 ,3.5,843 ,46991,Great Deal | $3371 under,2019,Great
140,Toyota,2021 Toyota Tacoma TRD Sport,38765 ,4.2,1640 ,40835,Great Deal | $3386 under,2021,Great
141,BMW,2022 BMW M340 i xDrive,11295 ,4.9,3516 ,58577,Good Deal | $2771 under,2022,Good
142,Kia,2021 Kia Stinger GT2,37238 ,3.5,563 ,39900,Great Deal,2021,Great
143,Buick,2019 Buick Regal TourX Essence,53144 ,5.0,622 ,26609,Good Deal | $721 under,2019,Good
144,Cadillac,2019 Cadillac CT6-V 4.2L Blackwing Twin Turbo,26146 ,3.8,158 ,74994,Great Deal | $3909 under,2019,Great
145,BMW,2021 BMW X5 xDrive40i,9328 ,3.6,492 ,60976,Great Deal | $8472 under,2021,Great
146,GMC,2021 GMC Acadia AT4,19945 ,4.1,10 ,41991,Good Deal,2021,Good
147,BMW,2022 BMW 230 i,9651 ,4.8,546 ,39995,Good Deal | $656 under,2022,Good
148,Porsche,2022 Porsche Taycan Cross Turismo 4,7864 ,5.0,283 ,129990,Good Deal,2022,Good
149,BMW,2020 BMW 540 i xDrive,34349 ,Nan,13 ,48500,Great Deal | $5757 under,2020,Great
150,Volkswagen,2020 Volkswagen Golf GTI 2.0T S,9646 ,4.0,461 ,31455,Good Deal | $918 under,2020,Good
151,Kia,2021 Kia Sorento SX-PRESTIGE,31531 ,2.4,11 ,39569,Good Deal,2021,Good
152,BMW,2022 BMW 430 i,1392 ,3.7,63 ,58967,Fair Deal,2022,Fair
153,Chrysler,2019 Chrysler 300 Limited,29628 ,4.9,5850 ,24000,Great Deal | $5730 under,2019,Great
154,Cadillac,2019 Cadillac CT6-V 4.2L Blackwing Twin Turbo,15171 ,3.8,158 ,84495,Good Deal | $379 under,2019,Good
155,Volvo,2020 Volvo XC90 T6 Momentum 7 Passenger,17134 ,4.7,2833 ,48899,Great Deal | $9796 under,2020,Great
156,Mercedes-Benz,2017 Mercedes-Benz AMG CLA 45 Base 4MATIC,21818 ,4.9,828 ,37999,Good Deal | $942 under,2017,Good
157,INFINITI,2020 INFINITI QX50 Luxe,48281 ,4.8,274 ,33900,Great Deal | $3615 under,2020,Great
158,Toyota,2021 Toyota Corolla Hatchback XSE,19639 ,4.9,773 ,26988,Great Deal | $2027 under,2021,Great
159,Porsche,2020 Porsche Panamera Base,20358 ,4.1,253 ,84900,Good Deal | $2355 under,2020,Good
160,BMW,2022 BMW 840 Gran Coupe i,23760 ,4.8,600 ,70988,CPO Warrantied,2022,Unknown
161,Kia,2023 Kia Sportage X-Pro Prestige,1100 ,2.2,64 ,38705,CPO Warrantied,2023,Unknown
162,BMW,2022 BMW X3 M AWD,10495 ,4.1,959 ,77462,Good Deal,2022,Good
163,Subaru,2022 Subaru Ascent Onyx Edition,11648 ,4.0,92 ,39900,Good Deal | $1848 under,2022,Good
164,Chevrolet,2022 Chevrolet Equinox RS,5314 ,4.6,291 ,32767,Good Deal,2022,Good
165,Porsche,2021 Porsche 718 Cayman Base,5332 ,4.8,1340 ,77777,Great Deal | $6368 under,2021,Great
166,Toyota,2016 Toyota Sequoia Platinum,63749 ,4.9,452 ,37895,Great Deal | $3458 under,2016,Great
167,Dodge,2021 Dodge Charger R/T,9149 ,4.9,1469 ,39999,Good Deal,2021,Good
168,Toyota,2021 Toyota Venza LE,23351 ,2.4,442 ,39990,Good Deal | $837 under,2021,Good
169,GMC,2018 GMC Canyon Denali,68717 ,5.0,622 ,33336,Great Deal | $1858 under,2018,Great
170,Jeep,2022 Jeep Grand Cherokee L Overland,2205 ,4.5,541 ,56632,Good Deal,2022,Good
171,Subaru,2022 Subaru Crosstrek Base,6583 ,3.8,165 ,29895,Fair Deal,2022,Fair
172,Buick,2021 Buick Envision Preferred,6666 ,4.4,899 ,35990,Good Deal | $445 under,2021,Good
173,BMW,2020 BMW M340 i xDrive,40714 ,4.8,1838 ,46977,Good Deal,2020,Good
174,Honda,2019 Honda Accord Sport,34697 ,Nan,Nan,27993,Good Deal,2019,Good
175,Nissan,2017 Nissan Pathfinder S,50459 ,3.7,136 ,22030,Hot Car,2017,Unknown
176,Kia,2022 Kia Niro EV EX,3069 ,2.8,64 ,40835,Fair Deal,2022,Fair
177,Acura,2021 Acura TLX Technology,12297 ,2.9,147 ,38917,Good Deal | $479 under,2021,Good
178,Ford,2022 Ford Mustang Mach-E GT,947 ,4.8,1488 ,74936,Great Deal | $3848 under,2022,Great
179,Toyota,2021 Toyota C-HR XLE,17048 ,4.0,110 ,27991,Good Deal | $706 under,2021,Good
180,Volvo,2022 Volvo C40 Recharge Pure Electric Ultimate,2614 ,4.9,996 ,59500,Good Deal,2022,Good
181,Honda,2020 Honda Civic Sport,24715 ,4.4,508 ,27995,Good Deal,2020,Good
182,Buick,2021 Buick Envision Avenir,8774 ,Nan,41 ,44990,Good Deal | $179 under,2021,Good
183,Nissan,2020 Nissan Armada SL,77292 ,4.8,1479 ,33985,Great Deal | $4846 under,2020,Great
184,Toyota,2023 Toyota GR86 Premium,2491 ,4.7,1047 ,38950,CPO Warrantied,2023,Unknown
185,BMW,2018 BMW 320 i xDrive,30752 ,4.1,959 ,24962,Great Deal,2018,Great
186,Volkswagen,2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,17883 ,4.0,461 ,46511,Good Deal | $1089 under,2021,Good
187,BMW,2020 BMW M550 i xDrive,45563 ,4.6,266 ,59995,Great Deal | $6762 under,2020,Great
188,Volvo,2021 Volvo XC90 T6 Momentum 7 Passenger,29591 ,4.3,433 ,49900,Great Deal | $8712 under,2021,Great
189,Honda,2020 Honda Passport Touring,37669 ,4.8,2345 ,35959,Good Deal | $1225 under,2020,Good
190,Ford,2020 Ford Mustang Shelby GT350,5073 ,4.7,828 ,76489,Fair Deal,2020,Fair
191,Nissan,2021 Nissan Maxima Platinum,7414 ,2.5,33 ,39999,Good Deal,2021,Good
192,Acura,2020 Acura MDX 3.5L,17999 ,4.6,307 ,37497,Great Deal | $4524 under,2020,Great
193,BMW,2019 BMW 750 i xDrive,28079 ,4.6,753 ,53356,Great Deal,2019,Great
194,INFINITI,2022 INFINITI QX55 SENSORY,12125 ,3.1,124 ,49995,Fair Deal,2022,Fair
195,Kia,2021 Kia Stinger GT-Line,16184 ,Nan,16 ,34900,Great Deal | $4364 under,2021,Great
196,Ford,2021 Ford Transit-250 T-250,22379 ,4.3,1074 ,48981,Good Deal | $1683 under,2021,Good
197,Porsche,2014 Porsche Panamera E-Hybrid S,67827 ,4.3,86 ,38492,Great Deal | $3416 under,2014,Great
198,Cadillac,2023 Cadillac Escalade ESV Sport,252 ,4.7,657 ,116999,CPO Warrantied,2023,Unknown
199,Porsche,2018 Porsche Panamera 4S,30786 ,4.3,290 ,79993,Great Deal | $8900 under,2018,Great
200,Ferrari,2021 Ferrari Roma Base,2142 ,4.8,1896 ,299900,CPO Warrantied,2021,Unknown
201,Ford,2020 Ford Transit Connect XLT,34284 ,4.2,74 ,30942,Good Deal | $799 under,2020,Good
202,GMC,2019 GMC Sierra 1500 Limited SLE,23666 ,4.8,3751 ,36971,Great Deal | $2698 under,2019,Great
203,GMC,2022 GMC Yukon SLT,2580 ,2.9,302 ,75988,Good Deal | $2302 under,2022,Good
204,INFINITI,2019 INFINITI QX80 Luxe,44928 ,4.7,480 ,40000,Great Deal,2019,Great
205,Acura,2020 Acura MDX 3.5L w/Technology Package,14302 ,4.8,259 ,42555,Great Deal | $4090 under,2020,Great
206,Nissan,2022 Nissan Pathfinder SV,7325 ,Nan,2 ,41000,Good Deal,2022,Good
207,Ford,2022 Ford Explorer Timberline,2058 ,Nan,55 ,47891,Good Deal | $1903 under,2022,Good
208,Subaru,2021 Subaru Forester Touring,21316 ,Nan,0 ,35892,Great Deal | $2927 under,2021,Great
209,Kia,2019 Kia K900 Luxury,19846 ,4.7,2106 ,38991,Great Deal | $2734 under,2019,Great
210,Maserati,2021 Maserati Ghibli ,8415 ,4.3,77 ,57988,Great Deal | $3432 under,2021,Great
211,Subaru,2022 Subaru Crosstrek Base,6583 ,3.8,165 ,29895,Fair Deal,2022,Fair
212,Volvo,2022 Volvo C40 Recharge Pure Electric Ultimate,2614 ,4.9,996 ,59500,Good Deal,2022,Good
213,Ford,2022 Ford Mustang Mach-E GT,947 ,4.8,1488 ,74936,Great Deal | $3848 under,2022,Great
214,Subaru,2021 Subaru Forester Touring,21316 ,Nan,0 ,35892,Great Deal | $2927 under,2021,Great
215,Volkswagen,2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,17883 ,4.0,461 ,46511,Good Deal | $1089 under,2021,Good
216,Volvo,2021 Volvo XC90 T6 Momentum 7 Passenger,29591 ,4.3,433 ,49900,Great Deal | $8712 under,2021,Great
217,Ford,2020 Ford Mustang Shelby GT350,5073 ,4.7,828 ,76489,Fair Deal,2020,Fair
218,BMW,2020 BMW M550 i xDrive,45563 ,4.6,266 ,59995,Great Deal | $6762 under,2020,Great
219,Nissan,2021 Nissan Maxima Platinum,7414 ,2.5,33 ,39999,Good Deal,2021,Good
220,Subaru,2018 Subaru Crosstrek 2.0i Premium,58372 ,4.7,46 ,23993,Great Deal | $1273 under,2018,Great
221,Chevrolet,2021 Chevrolet Colorado ZR2,27750 ,3.9,246 ,42990,Good Deal | $1173 under,2021,Good
222,Ford,2022 Ford Explorer Timberline,2058 ,Nan,55 ,47891,Good Deal | $1903 under,2022,Good
223,Toyota,2020 Toyota Sequoia Limited,40348 ,4.4,1828 ,54491,Great Deal,2020,Great
224,Acura,2022 Acura MDX Base,33698 ,Nan,64 ,45977,Great Deal | $2645 under,2022,Great
225,Jeep,2022 Jeep Grand Cherokee L Limited,3422 ,4.9,2241 ,50644,Good Deal | $1089 under,2022,Good
226,Ford,2018 Ford Expedition XLT,40545 ,4.3,122 ,41176,Great Deal | $3045 under,2018,Great
227,Ford,2021 Ford Transit-250 T-250,20250 ,4.3,1074 ,48981,Good Deal | $1831 under,2021,Good
228,INFINITI,2022 INFINITI QX50 ESSENTIAL,2239 ,4.2,418 ,45527,Good Deal,2022,Good
229,GMC,2019 GMC Yukon XL Denali,48213 ,4.8,120 ,58291,Great Deal | $3245 under,2019,Great
230,Acura,2020 Acura ILX Base,4827 ,4.9,114 ,29995,Good Deal | $1315 under,2020,Good
231,BMW,2021 BMW X5 M Base,17452 ,4.8,546 ,112888,Good Deal,2021,Good
232,Toyota,2019 Toyota Avalon Hybrid Limited,6213 ,4.7,1052 ,38897,Good Deal,2019,Good
233,BMW,2020 BMW 530 i xDrive,37809 ,4.9,119 ,37624,Great Deal | $7385 under,2020,Great
234,Cadillac,2022 Cadillac XT6 Luxury FWD,13108 ,4.9,2247 ,43995,CPO Warrantied,2022,Unknown
235,Ford,2020 Ford Shelby GT500 Base,1709 ,3.4,1102 ,96290,Good Deal,2020,Good
236,Chevrolet,2021 Chevrolet Trailblazer RS,29892 ,4.3,61 ,31000,Good Deal | $1013 under,2021,Good
237,Chrysler,2021 Chrysler Pacifica Hybrid Limited,22216 ,4.7,2237 ,47500,Good Deal | $515 under,2021,Good
238,Toyota,2017 Toyota Avalon Limited,26714 ,3.4,526 ,29975,Great Deal | $2472 under,2017,Great
239,Jeep,2022 Jeep Wrangler Unlimited 4xe Rubicon,266 ,4.6,1385 ,56750,Great Deal | $9673 under,2022,Great
240,Toyota,2022 Toyota Corolla Cross XLE,8973 ,4.7,1023 ,34536,Great Deal,2022,Great
241,Porsche,2018 Porsche Panamera Sport Turismo 4,33294 ,Nan,10 ,71387,CPO Warrantied,2018,Unknown
242,Volkswagen,2022 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,5899 ,3.6,53 ,49295,Good Deal,2022,Good
243,Cadillac,2019 Cadillac CT6-V 4.2L Blackwing Twin Turbo,20433 ,4.5,1294 ,82950,Great Deal,2019,Great
244,Porsche,2022 Porsche 911 GT3,1623 ,2.3,31 ,298994,CPO Warrantied,2022,Unknown
245,Cadillac,2021 Cadillac CT4 Luxury,9230 ,2.9,141 ,36000,Great Deal | $5015 under,2021,Great
246,INFINITI,2022 INFINITI QX80 PREMIUM SELECT,3357 ,4.9,524 ,72539,Good Deal | $3395 under,2022,Good
