,Title,Mileage,Price,deal_status,Features,Rating,Rating-Count
154,2021 GMC Acadia Denali," 12,493 mi.","$43,541",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Automatic Emergency Braking, Blind Spot Monitor, collision warning system, Rear Cross Traffic Alert",4.6,"(1,451 reviews)"
155,2007 Toyota Corolla S," 141,117 mi.","$7,995",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Automatic Emergency Braking, Blind Spot Monitor, collision warning system, Rear Cross Traffic Alert",4.2,(37 reviews)
156,2018 Mercedes-Benz GLS 550 Base 4MATIC," 31,758 mi.","$57,995",Great Deal,"keyless entry, LED Headlights, Cooled Seats, parking assistance, Backup Camera, parking distance sensors",4.8,(41 reviews)
157,2016 Land Rover LR4 HSE LUX," 116,338 mi.","$20,991",Hot Car,Nan,2.2,(213 reviews)
158,2020 FIAT 124 Spider Lusso," 2,048 mi.","$29,995",Good Deal,Nan,4.8,(588 reviews)
159,2020 Cadillac CT4 Premium Luxury," 6,811 mi.","$36,991","Great Deal | $2,440 under","keyless entry, Tow Hitch",3.7,(209 reviews)
160,2019 Lincoln Continental Reserve," 35,730 mi.","$38,990","Great Deal | $2,530 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, parking assistance, parking distance sensors, traffic sign recognition, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, driver monitor, Lane Departure Warning, Rear Cross Traffic Alert",2.9,(924 reviews)
161,2020 Land Rover Range Rover HSE," 18,483 mi.","$79,911",Great Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, parking distance sensors, parking assistance, collision warning system, Blind Spot Monitor",4.5,(267 reviews)
162,2020 Kia Sorento LX," 36,157 mi.","$28,790",Good Deal,Tow Hitch,4.4,(307 reviews)
163,2022 GMC Yukon Denali," 7,766 mi.","$85,895","Good Deal | $4,060 under","keyless entry, LED Headlights, Premium Sound System, Heated Seats, Automatic Emergency Braking, traffic sign recognition, dynamic steering",4.5,(245 reviews)
164,2022 BMW M240 i xDrive," 1,572 mi.","$56,900",Good Deal,"Keyless Start, keyless entry, LED Headlights, USB Port, parking distance sensors, parking assistance, collision warning system, dynamic steering",5.0,"(6,208 reviews)"
165,2018 BMW 230 i xDrive," 26,924 mi.","$30,491",Good Deal | $336 under,"keyless entry, LED Headlights, parking distance sensors, parking assistance, Blind Spot Monitor",4.8,(563 reviews)
166,2020 Hyundai Santa Fe SEL 2.0T," 15,941 mi.","$30,574","Great Deal | $4,441 under",Nan,5.0,(927 reviews)
167,1991 Chevrolet Corvette ," 7,702 mi.","$23,900",Fair Deal,"keyless entry, Keyless Start, LED Headlights, USB Port, Automatic Emergency Braking, parking assistance, Lane Departure Warning, driver monitor, collision warning system, parking distance sensors, dynamic steering, Blind Spot Monitor, Rear Cross Traffic Alert",3.5,(39 reviews)
168,2012 Scion tC ," 96,187 mi.","$10,425",Good Deal,"Premium Sound System, Cooled Seats, Blind Spot Monitor, parking distance sensors, parking assistance",4.4,(818 reviews)
169,2003 Chevrolet Blazer LS," 86,658 mi.","$7,514","Great Deal | $2,781 under","keyless entry, headlight control - auto highbeam, Apple CarPlay/Android Auto, USB Port, Leather Seats, driver monitor, Automatic Emergency Braking, collision warning system, traffic sign recognition, parking distance sensors, parking assistance, Rear Cross Traffic Alert, dynamic steering",2.6,(225 reviews)
170,2017 BMW 540 i," 53,770 mi.","$37,988",Fair Deal,"keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, USB Port, Heated Seats, Heated Steering Wheel, Blind Spot Monitor, Automatic Emergency Braking, collision warning system, driver monitor, dynamic steering",4.9,(237 reviews)
171,2022 Cadillac Escalade ESV Luxury," 20,906 mi.","$88,995",Virtual Appointments,"Keyless Start, keyless entry, LED Headlights, USB Port, Rear Cross Traffic Alert, parking assistance, dynamic steering, parking distance sensors",4.9,"(1,473 reviews)"
172,2022 Cadillac Escalade ESV Luxury," 20,906 mi.","$88,995",Virtual Appointments,"Remote Start, keyless entry, LED Headlights, Premium Sound System, Apple CarPlay/Android Auto, Heated Steering Wheel, Leather Seats, Blind Spot Monitor, dynamic steering, Rear Cross Traffic Alert, parking assistance, parking distance sensors",4.9,"(1,473 reviews)"
173,2014 Mercedes-Benz G-Class G 63 AMG," 102,878 mi.","$74,999","Good Deal | $3,126 under","keyless entry, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor",3.0,(57 reviews)
174,2015 Subaru WRX STI Limited," 53,743 mi.","$31,995",Good Deal,"keyless entry, Automatic Emergency Braking, collision warning system",4.7,(15 reviews)
175,2013 Porsche Boxster Base," 62,124 mi.","$35,990",Good Deal,Nan,3.7,(114 reviews)
176,2021 BMW 530e 530e," 10,461 mi.","$47,250",Great Deal,"keyless entry, Keyless Start, headlight control - auto highbeam, LED Headlights, USB Port, Cooled Seats, Backup Camera, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, parking distance sensors, parking assistance, Lane Departure Warning, Rear Cross Traffic Alert",4.9,"(1,911 reviews)"
177,2020 Chevrolet Tahoe LS," 59,387 mi.","$40,495","Great Deal | $5,170 under","keyless entry, Keyless Start, headlight control - auto highbeam, LED Headlights, USB Port, Cooled Seats, Backup Camera, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, parking distance sensors, parking assistance, Lane Departure Warning, Rear Cross Traffic Alert",4.4,(26 reviews)
178,1985 Buick Regal T-Type," 13,501 mi.","$69,900",,"headlight control - auto highbeam, keyless entry, LED Headlights, USB Port, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, parking distance sensors, Lane Departure Warning, parking assistance",4.0,(17 reviews)
179,2018 Honda Ridgeline Sport," 65,368 mi.","$25,980","Great Deal | $4,346 under","headlight control - auto highbeam, Remote Start, keyless entry, Keyless Start, LED Headlights, Alloy Wheels, Bluetooth, Premium Sound System, USB Port, Cooled Seats, Heated Seats, Leather Seats, Third Row Seating, parking distance sensors, parking assistance, dynamic steering, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, Lane Departure Warning",4.6,(645 reviews)
180,2015 RAM 2500 SLT," 103,451 mi.","$38,689","Good Deal | $1,025 under",Nan,4.6,(101 reviews)
181,2017 Jeep Grand Cherokee Limited," 57,416 mi.","$28,788","Great Deal | $3,273 under",Nan,4.2,(480 reviews)
182,2017 Lexus RC 200t Base," 46,449 mi.","$35,998",Fair Deal,Nan,4.4,(229 reviews)
183,2010 Nissan 370Z Touring," 73,731 mi.","$21,990",Good Deal,Nan,4.2,(49 reviews)
184,2019 Chevrolet Express 3500 LT," 25,297 mi.","$39,988",Good Deal | $836 under,Nan,4.7,"(1,052 reviews)"
185,2017 RAM 1500 Sport," 66,851 mi.","$33,950","Great Deal | $2,730 under","keyless entry, Premium Sound System, parking assistance, parking distance sensors, Rear Cross Traffic Alert",4.7,(2 reviews)
186,2019 Audi Q8 3.0T Premium Plus," 56,693 mi.","$57,994",Good Deal | $101 under,Nan,4.8,(0 reviews)
187,2016 Cadillac CTS 3.6L Premium," 62,217 mi.","$27,995",Fair Deal,Nan,4.4,(284 reviews)
188,2012 Dodge Charger Police," 68,011 mi.","$12,995","Great Deal | $1,151 under",Nan,4.7,(5 reviews)
189,2016 GMC Sierra 1500 SLT," 85,655 mi.","$33,837","Great Deal | $3,380 under","keyless entry, Blind Spot Monitor, dynamic steering",4.4,(99 reviews)
190,1993 Mazda RX-7 ," 56,621 mi.","$32,000",Home Delivery,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Heated Seats, parking distance sensors, Lane Departure Warning, parking assistance, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, trailer assist, Rear Cross Traffic Alert",4.3,(2 reviews)
191,2022 Volvo S60 B5 Inscription," 6,059 mi.","$38,998","Good Deal | $1,606 under","keyless entry, Apple CarPlay/Android Auto, USB Port, Heated Steering Wheel, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, parking distance sensors, Rear Cross Traffic Alert, Lane Departure Warning, parking assistance",3.2,(40 reviews)
192,2015 GMC Yukon XL 1500 Denali," 150,070 mi.","$22,990","Great Deal | $4,711 under",Nan,4.3,(417 reviews)
193,2018 Lincoln Navigator Reserve," 49,691 mi.","$61,885",Good Deal,Nan,4.3,(456 reviews)
194,2018 Lincoln Navigator Reserve," 49,691 mi.","$61,885",Good Deal,Nan,4.3,(456 reviews)
195,2016 Jeep Compass Sport," 108,273 mi.","$12,645","Great Deal | $1,248 under",keyless entry,4.6,(945 reviews)
196,2015 GMC Sierra 1500 Denali," 90,594 mi.","$34,950","Good Deal | $1,415 under",Nan,4.6,(4 reviews)
197,2017 INFINITI Q50 Hybrid Base," 57,267 mi.","$28,000",Good Deal,"Keyless Start, keyless entry, LED Headlights, Premium Sound System, USB Port, Heated Seats, Sunroof/Moonroof, parking distance sensors, Automatic Emergency Braking, Rear Cross Traffic Alert, traffic sign recognition, autonomous drive, Blind Spot Monitor, Lane Departure Warning, parking assistance, Backup Camera, collision warning system, dynamic steering",4.7,(203 reviews)
198,2018 Lexus IS 350 Base," 47,214 mi.","$35,497","Good Deal | $1,414 under",Nan,5.0,"(6,638 reviews)"
199,2021 Ford Explorer Limited," 37,835 mi.","$35,391","Great Deal | $7,749 under",Nan,2.4,(38 reviews)
200,2017 Nissan Armada Platinum," 86,137 mi.","$31,999","Great Deal | $3,370 under","headlight control - auto highbeam, keyless entry, LED Headlights, Cooled Seats, parking assistance, parking distance sensors",4.7,"(1,929 reviews)"
201,2023 BMW 530 i xDrive," 3,304 mi.","$62,235",Home Delivery,keyless entry,4.3,(326 reviews)
202,2017 Mitsubishi Lancer ES," 94,437 mi.","$14,599",Good Deal,"keyless entry, LED Headlights",4.6,(5 reviews)
203,2019 Dodge Durango R/T," 48,512 mi.","$41,000","Good Deal | $1,104 under",Nan,1.4,(12 reviews)
204,2020 BMW M340 i," 25,757 mi.","$47,499","Great Deal | $6,734 under",Nan,4.1,(72 reviews)
205,2021 Lincoln Aviator Reserve AWD," 31,907 mi.","$60,409","Great Deal | $5,398 under",Nan,5.0,"(1,413 reviews)"
206,2017 BMW 640 Gran Coupe i," 46,544 mi.","$35,777",Good Deal | $391 under,Nan,3.8,(555 reviews)
207,2019 Lexus IS 350 Base," 46,867 mi.","$32,995",Home Delivery,Nan,4.9,(4 reviews)
208,2019 BMW X5 xDrive40i," 29,730 mi.","$55,985","Great Deal | $5,910 under",Nan,4.7,(27 reviews)
209,2018 Acura ILX Technology Plus Package," 40,814 mi.","$19,880","Great Deal | $5,198 under","keyless entry, Cooled Seats, Heated Seats, Automatic Emergency Braking, collision warning system, parking distance sensors, parking assistance, Lane Departure Warning, Blind Spot Monitor, dynamic steering, Rear Cross Traffic Alert",4.6,(14 reviews)
210,2022 GMC Yukon XL Denali," 16,216 mi.","$86,925",Good Deal,Nan,3.8,(106 reviews)
211,2020 Honda Insight EX," 25,188 mi.","$28,990",Fair Deal,collision warning system,5.0,"(2,345 reviews)"
212,2020 Honda Insight EX," 25,188 mi.","$28,990",Fair Deal,"keyless entry, Heated Seats",5.0,"(2,345 reviews)"
213,2019 Lexus GX 460 GX 460 Premium," 23,777 mi.","$43,564","Great Deal | $6,312 under","Keyless Start, keyless entry, headlight control - auto highbeam, LED Headlights, USB Port, Cooled Seats, autonomous drive, front cross traffic alert, traffic sign recognition, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.7,(35 reviews)
214,2015 Toyota 4Runner Limited," 90,532 mi.","$28,943","Great Deal | $3,492 under","headlight control - auto highbeam, keyless entry, LED Headlights, Cooled Seats, dynamic steering, Automatic Emergency Braking, collision warning system, Brake Assist, parking distance sensors, parking assistance",4.7,(113 reviews)
215,2021 Toyota Avalon Hybrid Limited," 26,282 mi.","$39,608",Good Deal,Nan,4.4,(498 reviews)
216,2018 INFINITI Q60 3.0t Sport," 34,018 mi.","$33,995","Great Deal | $3,925 under","LED Headlights, Navigation System, Apple CarPlay/Android Auto, Heated Steering Wheel, Heated Seats, Cooled Seats, Sunroof/Moonroof, parking distance sensors, parking assistance, collision warning system, Lane Departure Warning",4.9,(297 reviews)
217,2021 Genesis GV80 3.5T," 9,108 mi.","$62,229","Great Deal | $9,634 under",Nan,5.0,"(1,280 reviews)"
218,2019 Mercedes-Benz GLS 450 Base 4MATIC," 62,494 mi.","$47,387","Good Deal | $1,369 under","headlight control - auto highbeam, keyless entry, Apple CarPlay/Android Auto, USB Port, traffic sign recognition, Backup Camera, parking assistance, autonomous drive, driver monitor, Automatic Emergency Braking, collision warning system, dynamic steering, Rear Cross Traffic Alert, parking distance sensors",4.9,"(1,870 reviews)"
219,2018 BMW X5 eDrive xDrive40e," 42,313 mi.","$37,444",Great Deal,"keyless entry, Keyless Start, LED Headlights, Rear Seat Entertainment, USB Port, Heated Seats, Cooled Seats, parking assistance, Lane Departure Warning, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, Backup Camera",5.0,(796 reviews)
220,2021 Kia K5 GT-Line," 23,192 mi.","$30,601",Good Deal | $958 under,"keyless entry, Keyless Start, LED Headlights, Tow Hitch, Apple CarPlay/Android Auto, USB Port, Heated Seats, Cooled Seats, Lane Departure Warning, Automatic Emergency Braking, parking distance sensors, collision warning system, trailer assist, parking assistance, driver monitor, dynamic steering, Blind Spot Monitor, Backup Camera, Rear Cross Traffic Alert",4.8,(507 reviews)
221,2019 Lincoln Navigator L Black Label," 24,670 mi.","$68,999",Great Deal,"keyless entry, Keyless Start, LED Headlights, Tow Hitch, Apple CarPlay/Android Auto, USB Port, Heated Seats, Cooled Seats, Lane Departure Warning, Automatic Emergency Braking, parking distance sensors, collision warning system, trailer assist, parking assistance, driver monitor, dynamic steering, Blind Spot Monitor, Backup Camera, Rear Cross Traffic Alert",4.5,(6 reviews)
222,2019 GMC Acadia Denali," 50,385 mi.","$35,941","Great Deal | $2,961 under",Nan,4.0,(16 reviews)
223,2019 GMC Acadia Denali," 50,385 mi.","$35,941","Great Deal | $2,961 under","Heated Seats, Sunroof/Moonroof, Cooled Seats, collision warning system, parking distance sensors, driver monitor, parking assistance, Lane Departure Warning",4.0,(16 reviews)
224,2020 BMW X6 xDrive40i," 26,746 mi.","$59,995",Home Delivery,"keyless entry, Keyless Start, LED Headlights, USB Port, dynamic steering, collision warning system, parking distance sensors, parking assistance",3.5,(35 reviews)
225,2018 Dodge Challenger GT," 46,385 mi.","$32,500",Good Deal | $705 under,"keyless entry, headlight control - auto highbeam, LED Headlights, Navigation System, USB Port, Heated Seats, Cooled Seats, parking distance sensors, Rear Cross Traffic Alert, parking assistance, Blind Spot Monitor, dynamic steering, driver monitor, collision warning system",3.9,(173 reviews)
226,2016 Audi S3 2.0T Premium Plus," 58,248 mi.","$28,388",Good Deal | $715 under,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Rear Seat Entertainment, USB Port, Cooled Seats, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, traffic sign recognition, autonomous drive, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.4,(22 reviews)
227,2008 Honda Accord EX-L," 137,906 mi.","$9,995",Fair Deal,"keyless entry, Keyless Start, LED Headlights, Cooled Seats, collision warning system, Automatic Emergency Braking, Backup Camera, parking assistance, parking distance sensors, Rear Cross Traffic Alert",4.7,(128 reviews)
228,2013 Ford Explorer Base," 106,586 mi.","$10,900","Great Deal | $2,623 under","keyless entry, Keyless Start, headlight control - auto highbeam, LED Headlights, Bluetooth, USB Port, Sunroof/Moonroof, Leather Seats, driver monitor, dynamic steering, Automatic Emergency Braking, collision warning system, parking assistance, traffic sign recognition, Rear Cross Traffic Alert, parking distance sensors, Lane Departure Warning",4.4,(9 reviews)
229,1987 Ford Bronco II Eddie Bauer," 110,381 mi.","$15,950",Fair Deal,Nan,4.9,(12 reviews)
230,2021 Audi RS 5 2.9T," 9,860 mi.","$78,723","Good Deal | $1,693 under",Nan,3.8,(171 reviews)
231,2021 Lexus IS 350 F Sport," 21,945 mi.","$46,995","Great Deal | $3,365 under","keyless entry, Keyless Start, LED Headlights, USB Port, Apple CarPlay/Android Auto, Sunroof/Moonroof, dynamic steering, Automatic Emergency Braking, collision warning system, Backup Camera",4.5,(64 reviews)
232,2018 Jeep Wrangler JK Unlimited Rubicon," 27,720 mi.","$44,441","Great Deal | $2,547 under",Nan,4.5,(23 reviews)
233,1988 Ford Ranger XLT," 47,708 mi.","$7,998",Good Deal,Nan,4.3,(73 reviews)
234,2015 Audi RS 7 4.0T Prestige," 44,589 mi.","$55,975","Good Deal | $2,414 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Navigation System, USB Port, Heated Steering Wheel, Cooled Seats, collision warning system, Automatic Emergency Braking, parking distance sensors, Blind Spot Monitor, Rear Cross Traffic Alert, parking assistance, driver monitor, dynamic steering, Lane Departure Warning",4.7,(139 reviews)
235,2021 Nissan Kicks S," 2,318 mi.","$22,900",Good Deal | $202 under,"headlight control - auto highbeam, keyless entry, Keyless Start, USB Port, Heated Seats, Cooled Seats, collision warning system, Blind Spot Monitor, autonomous drive, traffic sign recognition, Lane Departure Warning, parking distance sensors, parking assistance, driver monitor, dynamic steering, Rear Cross Traffic Alert",5.0,"(9,258 reviews)"
236,2018 RAM ProMaster 1500 Base," 92,466 mi.","$29,828","Great Deal | $3,955 under","Adaptive Cruise Control, keyless entry, LED Headlights, Navigation System, Premium Sound System, Heated Seats, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Lane Departure Warning",4.9,(316 reviews)
237,2022 Cadillac CT5-V V-Series Blackwing, 373 mi.,"$114,900",Great Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, USB Port, parking assistance, collision warning system, trailer assist, parking distance sensors",5.0,(8 reviews)
