,Mileage,Rating,Rating-Count,Year,Price,Name,Status,model_details
4310,31900,5.0,71,2019,31799.0,Cadillac,Great,19 Cadillac XT5 Base
4311,43621,4.7,6611,2019,28902.0,Ford,Great,19 Ford Flex SEL
4312,25828,4.3,249,2021,35999.0,Ford,Good,1 Ford Bronco Sport Big Bend
4313,23667,4.8,371,2022,46992.0,Toyota,Fair, Toyota Sienna LE
4314,5804,4.4,3682,2022,38264.0,Ford,Great, Ford Explorer XLT
4315,1854,4.7,698,2018,86873.0,Chevrolet,Good,18 Chevrolet Corvette Z06
4317,11018,4.8,1841,2022,39450.0,Honda,Great, Honda Ridgeline RTL
4318,9733,4.8,2765,2022,39750.0,Kia,Great, Kia Stinger GT1
4319,9078,4.6,3421,2022,84950.0,GMC,Fair, GMC Sierra 1500 AT4X
4320,78236,4.6,945,2020,33995.0,Toyota,Great, Toyota Sienna XLE
4321,50749,4.2,167,2020,41319.0,Cadillac,Great, Cadillac CT5 Sport RWD
4322,22912,1.8,198,2018,51996.0,BMW,Great,18 BMW M2 Base
4323,5797,3.4,587,2022,34777.0,Chevrolet,Good, Chevrolet Blazer 2LT
4324,19414,4.0,416,2019,31834.0,Toyota,Fair,19 Toyota Prius XLE
4325,20211,4.7,420,2022,56984.0,Acura,Good, Acura MDX A-Spec
4326,356,4.7,1783,2022,91995.0,Toyota,Unknown, Toyota Tundra Hybrid TRD Pro
4327,7400,4.7,446,2022,49337.0,Acura,Good, Acura RDX w/A-Spec Advance Package
4328,39416,4.7,220,2020,36995.0,Subaru,Great, Subaru Ascent Touring 7-Passenger
4329,20110,3.1,515,2021,42591.0,Jeep,Good,1 Jeep Grand Cherokee Limited
4330,47312,4.0,467,2019,33990.0,Nissan,Great,19 Nissan Armada SL
4331,34078,3.3,408,2019,24700.0,Nissan,Great,19 Nissan Murano S
4332,24994,4.8,722,2021,39700.0,Honda,Good,1 Honda Pilot EX-L
4333,11180,4.2,236,2020,118888.0,Porsche,Great, Porsche Taycan 4S
4334,35293,4.9,1629,2019,38484.0,Volvo,Good,19 Volvo S60 T6 R-Design
4335,42761,4.8,1611,2020,49995.0,Toyota,Good, Toyota Tundra 1794
4337,39670,4.9,357,2019,35640.0,Toyota,Good,19 Toyota Tacoma SR5
4338,41240,4.7,309,2020,37500.0,Toyota,Good, Toyota Avalon TRD
4339,36462,4.3,134,2020,41799.0,Volvo,Great, Volvo XC90 T5 Momentum 7 Passenger
4340,60748,3.4,1102,2020,34993.0,Ford,Great, Ford F-150 XLT
4341,17242,3.7,1577,2022,36582.0,Toyota,Good, Toyota Camry Hybrid XLE
4342,6998,2.3,63,2021,25500.0,Volkswagen,Fair,1 Volkswagen Jetta 1.4T S
4343,25485,3.2,88,2021,29995.0,MINI,Good,1 MINI Hardtop Cooper S
4344,14602,4.6,1807,2021,43658.0,Volkswagen,Good,1 Volkswagen Atlas 3.6 V6 SEL Premium
4345,8768,4.6,220,2022,31881.0,Volkswagen,Great, Volkswagen Tiguan 2.0T SE
4346,34514,4.6,401,2020,37991.0,INFINITI,Good, INFINITI QX50 ESSENTIAL
4347,24788,4.7,411,2019,58900.0,Porsche,Great,19 Porsche Macan S
4348,2566,4.9,1573,2021,27861.0,Toyota,Great,1 Toyota Camry SE
4349,21047,4.9,1879,2019,36900.0,Honda,Good,19 Honda Passport EX-L
4350,23808,4.3,456,2019,74885.0,BMW,Great,19 BMW X7 xDrive50i
4351,1855,4.4,2422,2022,72495.0,Chevrolet,Great, Chevrolet Suburban Z71
4352,17045,4.0,424,2021,23300.0,Volkswagen,Great,1 Volkswagen Passat 2.0T S
4353,40788,4.9,2108,2019,52000.0,Ford,Good,19 Ford Expedition Max Limited
4354,58521,3.2,88,2019,40781.0,BMW,Great,19 BMW 540 i xDrive
4355,6910,4.2,563,2022,96907.0,Jeep,Fair, Jeep Grand Wagoneer Series III
4356,15000,4.4,1020,2022,83988.0,Jeep,Good, Jeep Wagoneer Series III
4357,60624,4.5,60,2021,46990.0,RAM,Good,1 RAM 1500 Laramie
4358,31090,2.6,176,2019,35054.0,RAM,Great,19 RAM 1500 Big Horn
4359,22957,3.8,306,2021,44000.0,Dodge,Great,1 Dodge Durango R/T
4360,36497,4.6,2538,2019,32814.0,Nissan,Good,19 Nissan Maxima 3.5 Platinum
4363,15724,4.4,72,2019,124898.0,Porsche,Good,19 Porsche 911 Carrera S
4365,40564,4.6,3888,2020,42000.0,Chrysler,Good, Chrysler Pacifica Hybrid Limited
4367,1109,4.8,1232,2022,103995.0,Chevrolet,Good, Chevrolet Corvette Stingray w/3LT
4368,30163,3.7,213,2017,34998.0,Toyota,Fair,17 Toyota Avalon Hybrid Limited
4369,34897,3.6,115,2018,32900.0,Volvo,Great,18 Volvo XC60 T5 Momentum
4370,31320,3.4,283,2020,28952.0,Acura,Great, Acura TLX FWD
4371,4779,4.8,4332,2022,65476.0,Toyota,Great, Toyota Tundra Limited
4372,10033,4.7,965,2022,33519.0,Volkswagen,Good, Volkswagen Tiguan 2.0T SE
4373,26131,4.6,1143,2019,34864.0,Nissan,Good,19 Nissan Murano Platinum
4374,25701,4.5,2428,2019,58695.0,Chevrolet,Good,19 Chevrolet Tahoe Premier
4375,9158,4.5,207,2021,38125.0,Volkswagen,Good,1 Volkswagen Arteon 2.0T SEL R-Line
4377,16405,4.8,832,2022,38987.0,INFINITI,Great, INFINITI Q50 LUXE
4378,27739,4.7,965,2021,42525.0,Volkswagen,Great,1 Volkswagen Atlas 3.6 V6 SEL
4379,26800,4.8,3884,2021,46895.0,Chrysler,Fair,1 Chrysler Pacifica Limited
4380,13734,4.5,1308,2021,43485.0,Acura,Fair,1 Acura TLX A-Spec
4381,30462,4.8,1170,2020,33303.0,INFINITI,Great, INFINITI Q50 3.0t Sport
4382,18640,4.9,108,2020,39791.0,Cadillac,Great, Cadillac XT5 Sport
4383,16244,3.6,166,2021,35900.0,Ford,Good,1 Ford Bronco Sport Big Bend
4384,63066,4.8,331,2020,44000.0,Chevrolet,Great, Chevrolet Suburban LT
4385,30453,4.8,2084,2022,55790.0,Acura,Good, Acura MDX A-Spec
4387,43822,4.8,640,2020,38238.0,Acura,Good, Acura RDX Technology Package
4389,13468,2.9,141,2020,53000.0,Cadillac,Good, Cadillac XT6 Premium Luxury FWD
4390,40197,4.7,728,2019,40990.0,BMW,Good,19 BMW X4 xDrive30i
4391,6920,4.6,785,2021,72590.0,BMW,Great,1 BMW X7 xDrive40i
4392,48018,4.7,427,2020,42494.0,Volvo,Great, Volvo XC90 T6 Momentum 6 Passenger
4393,6061,4.8,337,2018,184900.0,Porsche,Great,18 Porsche 911 Turbo S
4394,42934,4.7,546,2020,29977.0,GMC,Great, GMC Acadia SLE
4395,28210,4.4,72,2019,41323.0,BMW,Great,19 BMW 530e xDrive iPerformance
4396,8648,4.2,236,2021,90998.0,Porsche,Great,1 Porsche Panamera 4
4397,19183,2.4,113,2021,53855.0,Chevrolet,Good,1 Chevrolet Silverado 1500 LT Trail Boss
4398,60950,1.8,117,2020,24588.0,Nissan,Great, Nissan Maxima 3.5 SV
4399,19995,4.7,938,2021,40000.0,Volkswagen,Great,1 Volkswagen Atlas 3.6 V6 SEL
4400,32915,4.7,1036,2020,37212.0,Volvo,Great, Volvo XC60 T5 Momentum
4402,24823,4.6,1188,2020,31390.0,Volkswagen,Great, Volkswagen Atlas Cross Sport 2.0T SE w/Technology
4403,66634,1.9,11,2021,26991.0,Dodge,Unknown,1 Dodge Charger SXT
4404,10433,4.8,2005,2021,97995.0,BMW,Great,1 BMW X7 M50i
4405,9401,4.9,155,2022,42499.0,INFINITI,Great, INFINITI Q60 LUXE
4407,10359,2.7,73,2022,123950.0,Porsche,Unknown, Porsche 718 Boxster GTS 4.
4408,36435,4.7,2373,2020,31100.0,Toyota,Good, Toyota Tacoma SR
4409,14241,4.5,351,2020,35995.0,Dodge,Good, Dodge Charger GT
4410,51990,4.9,1765,2020,74950.0,Porsche,Good, Porsche Macan Turbo
4411,43417,4.1,59,2021,37797.0,Volvo,Unknown,1 Volvo XC60 T6 Momentum
4412,72651,3.9,39,2017,30966.0,Chevrolet,Great,17 Chevrolet Silverado 1500 1LT
4413,40554,4.9,2001,2020,23823.0,Toyota,Fair, Toyota Corolla Hatchback XSE
4414,8560,4.4,3776,2022,75998.0,Jeep,Good, Jeep Wagoneer Series III
4415,971,4.7,480,2022,55500.0,INFINITI,Fair, INFINITI QX60 Luxe
4416,8568,4.7,1382,2022,50987.0,GMC,Great, GMC Sierra 1500 Limited Elevation
4417,5455,4.7,1382,2022,71987.0,GMC,Good, GMC Sierra 1500 Limited Denali
4418,25204,4.8,1608,2020,42325.0,Acura,Great, Acura MDX 3.5L w/Technology Package
4419,50182,4.6,1819,2020,48273.0,RAM,Great, RAM 1500 Rebel
4420,33757,4.6,1819,2021,43451.0,Jeep,Good,1 Jeep Wrangler Unlimited Sport Altitude
4421,537,4.6,770,2021,94998.0,Chevrolet,Good,1 Chevrolet Corvette Stingray w/3LT
4423,27246,4.4,717,2020,63500.0,Ford,Good, Ford Expedition Max King Ranch
4425,32908,5.0,401,2018,45998.0,Porsche,Good,18 Porsche Macan Base (PDK)
4426,45970,4.7,617,2020,99988.0,BMW,Good, BMW M760 i xDrive
4427,25324,4.9,322,2020,43491.0,Chevrolet,Good, Chevrolet Silverado 1500 Custom Trail Boss
4428,14335,4.9,3750,2020,147995.0,Porsche,Good, Porsche Panamera Sport Turismo Turbo
4429,11388,4.9,3516,2022,60977.0,BMW,Good, BMW M440 i xDrive
4430,11333,4.6,256,2022,56201.0,Toyota,Great, Toyota Supra 3.
4432,5238,4.9,318,2022,52999.0,Kia,Good, Kia Telluride EX
4433,15649,4.9,1110,2022,49495.0,Nissan,Good, Nissan Pathfinder Platinum
4435,6249,4.8,1232,2022,49995.0,Chevrolet,Great, Chevrolet Silverado 1500 Limited RST
4436,593,4.9,336,2021,89994.0,Porsche,Fair,1 Porsche 718 Boxster S
4437,20180,2.6,211,2021,45899.0,Chrysler,Good,1 Chrysler Pacifica Limited
4438,12117,4.6,1188,2022,37375.0,Volkswagen,Good, Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
4439,19528,4.6,220,2021,36740.0,Volkswagen,Great,1 Volkswagen Atlas Cross Sport 2.0T SE w/Technology
4440,22095,4.8,2345,2019,25990.0,Honda,Good,19 Honda HR-V LX
4441,31350,5.0,283,2012,73990.0,Porsche,Great,12 Porsche 911 Carrera S
4442,21690,3.7,75,2020,42998.0,Cadillac,Great, Cadillac XT6 Premium Luxury FWD
4443,40670,3.1,1862,2018,22699.0,Kia,Great,18 Kia Optima SX Turbo
4444,60424,1.3,13,2019,24990.0,Chevrolet,Great,19 Chevrolet Camaro 1LT
4445,33062,4.8,274,2019,44900.0,INFINITI,Great,19 INFINITI Q60 3.0t Red Sport 4
4446,1113,4.4,222,2022,25000.0,Nissan,Unknown, Nissan Rogue Sport S
4447,68198,4.8,2925,2019,39556.0,Toyota,Great,19 Toyota Tundra Platinum
4448,6755,4.6,646,2022,35888.0,Chevrolet,Great, Chevrolet Colorado WT
4449,30750,4.6,1058,2019,111900.0,Mercedes-Benz,Unknown,19 Mercedes-Benz AMG GT 63 S 4-Door
4450,33485,4.9,1101,2020,41410.0,Ford,Good, Ford F-150 XL
4451,22773,4.6,394,2019,24000.0,Honda,Good,19 Honda Accord LX
4452,49590,4.7,281,2021,45906.0,Jeep,Good,1 Jeep Gladiator Mojave
4454,27201,4.8,4342,2021,43971.0,Ford,Unknown,1 Ford Mustang Mach-E Select
4455,21293,4.7,905,2022,55497.0,Volvo,Fair, Volvo XC60 B6 Inscription
4456,23111,4.5,1242,2021,26500.0,Jeep,Good,1 Jeep Cherokee Latitude Lux
4458,35505,2.3,105,2019,48859.0,Cadillac,Great,19 Cadillac CT6 3.0 Twin Turbo Sport
4459,6472,4.7,698,2022,51495.0,Chevrolet,Good, Chevrolet Camaro LT1
4460,16870,4.7,452,2021,63485.0,INFINITI,Great,1 INFINITI QX80 PREMIUM SELECT
4461,37424,4.4,72,2019,41921.0,BMW,Good,19 BMW X4 xDrive30i
4462,38542,4.1,959,2019,34462.0,BMW,Good,19 BMW 430 Gran Coupe i
4463,7533,4.8,640,2022,56996.0,Volvo,Great, Volvo XC90 T6 Momentum 6 Passenger
4464,9260,4.8,338,2019,32973.0,Chevrolet,Good,19 Chevrolet Blazer 2LT
4465,6349,4.8,640,2022,56996.0,Volvo,Great, Volvo XC90 T6 Momentum 7 Passenger
4466,965,4.3,218,2022,111995.0,Cadillac,Great, Cadillac Escalade Premium Luxury
4467,11117,4.7,179,2021,37237.0,Subaru,Good,1 Subaru Ascent Premium 7-Passenger
4468,2499,4.9,526,2022,77900.0,Chevrolet,Great, Chevrolet Tahoe Premier
4469,24896,4.8,1340,2020,105777.0,Porsche,Good, Porsche Panamera E-Hybrid 4
4470,3244,4.9,5491,2022,35490.0,Chevrolet,Unknown, Chevrolet Silverado 1500 Limited Custom
4471,13330,4.7,617,2020,47388.0,BMW,Good, BMW 530 i xDrive
4472,445,2.2,138,2022,43998.0,GMC,Good, GMC Canyon AT4
4473,44017,2.6,12,2020,33230.0,Subaru,Great, Subaru Ascent Limited 7-Passenger
4474,11274,4.9,3516,2022,78977.0,BMW,Great, BMW 840 i xDrive
4475,23234,4.9,666,2019,25995.0,GMC,Good,19 GMC Terrain SLE
4476,10889,4.8,774,2020,145000.0,Porsche,Great, Porsche 911 Carrera 4S
4478,29314,4.5,466,2020,35998.0,Volvo,Great, Volvo XC40 T5 Momentum
4479,44780,4.2,230,2018,28709.0,Kia,Great,18 Kia Sedona SX
4480,23674,4.6,1081,2020,37600.0,RAM,Great, RAM 1500 Big Horn
4481,15525,4.7,1382,2021,69487.0,GMC,Great,1 GMC Sierra 2500 SLT
4482,38798,2.3,582,2019,32995.0,Cadillac,Good,19 Cadillac XT5 Luxury
4483,28025,4.6,753,2019,72995.0,BMW,Great,19 BMW M5 5
4484,29916,4.8,157,2019,33600.0,Nissan,Good,19 Nissan Maxima 3.5 SR
4485,80690,5.0,71,2017,27640.0,Ford,Unknown,17 Ford Explorer SPORT
4488,60309,4.5,809,2019,63668.0,Ford,Great,19 Ford F-350 Lariat
4489,2544,4.7,1456,2022,62995.0,Ford,Great, Ford Bronco Outer Banks
4490,13336,4.7,243,2018,67348.0,Porsche,Good,18 Porsche 718 Boxster Base
4491,7223,4.3,49,2022,66911.0,Toyota,Good, Toyota Tundra 1794
4492,9443,3.9,1654,2021,52995.0,Toyota,Good,1 Toyota Venza Limited
4494,8695,4.9,155,2022,53987.0,INFINITI,Fair, INFINITI QX60 Luxe
4496,22724,4.0,2231,2020,48892.0,Toyota,Good, Toyota Tundra SR5
4497,46465,4.6,1140,2019,51589.0,Toyota,Good,19 Toyota Sequoia TRD Sport
4498,17432,4.6,1280,2022,68848.0,Toyota,Fair, Toyota Sequoia TRD Pro
4499,19118,4.5,5113,2020,39700.0,Ford,Good, Ford F-150 XL
4501,11167,4.4,703,2021,51874.0,Cadillac,Great,1 Cadillac XT6 Sport AWD
4503,37487,4.9,737,2021,54993.0,INFINITI,Great,1 INFINITI QX80 Luxe
4504,27300,4.4,2137,2019,26063.0,Chevrolet,Great,19 Chevrolet Malibu Hybrid Hybrid
4506,19283,4.7,965,2021,29996.0,Volkswagen,Fair,1 Volkswagen Jetta GLI 2.0T S
4507,17136,4.7,332,2018,226785.0,Mercedes-Benz,Unknown,18 Mercedes-Benz G 550 4x4 Squared Base
4508,13485,4.9,336,2019,68989.0,Porsche,Good,19 Porsche 718 Cayman Base
4509,40257,4.3,255,2020,67400.0,BMW,Good, BMW 840 Gran Coupe i
4510,26147,4.5,977,2021,30898.0,Kia,Good,1 Kia Sedona EX
4511,15677,4.8,527,2020,39790.0,Volvo,Great, Volvo XC40 T5 Momentum
4512,6842,4.9,2737,2021,37991.0,BMW,Good,1 BMW X1 xDrive28i
4513,98967,3.9,12,2014,11300.0,Nissan,Great,14 Nissan Quest S
4514,24907,4.7,944,2020,29433.0,Subaru,Great, Subaru BRZ Limited
4515,62081,5.0,114,2018,39500.0,GMC,Good,18 GMC Sierra 1500 SLT
4516,39924,4.6,1694,2021,42995.0,Toyota,Good,1 Toyota Highlander Hybrid XLE
4519,13757,4.6,1068,2021,38999.0,BMW,Good,1 BMW X1 xDrive28i
4520,47111,3.3,56,2021,42990.0,Toyota,Fair,1 Toyota Sienna LE
4521,61710,4.5,412,2020,25207.0,INFINITI,Great, INFINITI Q50 3.0t LUXE
4522,7892,3.9,656,2021,21991.0,Volkswagen,Great,1 Volkswagen Passat 2.0T S
4523,4939,4.9,1271,2021,154999.0,Porsche,Good,1 Porsche 911 Carrera S
4524,2077,3.7,695,2022,39998.0,RAM,Good, RAM 1500 Classic Tradesman
4525,10984,4.6,2697,2020,51789.0,BMW,Great, BMW Z4 sDrive30i
4526,35835,5.0,59,2018,32975.0,Dodge,Unknown,18 Dodge Charger R/T
4528,19677,3.9,139,2020,35988.0,BMW,Great, BMW X1 xDrive28i
4529,44497,4.0,178,2019,39991.0,Chevrolet,Great,19 Chevrolet Traverse RS
4531,8732,4.9,1110,2022,40995.0,Nissan,Good, Nissan Pathfinder SV
4532,61728,4.9,1541,2016,25993.0,Nissan,Great,16 Nissan 370Z Sport Tech
4533,22144,4.9,2205,2019,35995.0,Honda,Fair,19 Honda Accord Hybrid Touring
4535,10881,4.1,1369,2022,39052.0,Honda,Good, Honda Odyssey EX
4536,14319,3.3,506,2021,54640.0,INFINITI,Good,1 INFINITI QX50 AUTOGRAPH
4537,31578,4.7,686,2020,41495.0,BMW,Great, BMW 530e xDrive iPerformance
4538,24456,2.7,130,2017,25100.0,Buick,Great,17 Buick Envision Essence
4539,9540,4.8,1437,2021,52995.0,Cadillac,Good,1 Cadillac XT6 Premium Luxury AWD
4540,41182,4.8,322,2021,33425.0,Dodge,Great,1 Dodge Durango SXT
4541,14543,4.7,1119,2020,56958.0,Ford,Good, Ford F-150 King Ranch
4542,22875,4.7,1119,2020,56934.0,Ford,Good, Ford F-150 Platinum
4543,24806,4.6,780,2021,50800.0,Cadillac,Great,1 Cadillac XT6 Premium Luxury AWD
4544,13216,4.6,5339,2022,56493.0,Toyota,Great, Toyota Tundra Limited
4545,33416,4.4,1142,2020,29414.0,Toyota,Good, Toyota RAV4 LE
4546,22410,4.6,166,2021,33688.0,Honda,Good,1 Honda Pilot LX
4547,9952,4.1,1337,2021,28500.0,Jeep,Great,1 Jeep Compass Latitude
4550,31391,4.9,2203,2020,53000.0,Volvo,Good, Volvo XC90 T6 Inscription 7 Passenger
4551,953,4.3,162,2021,51936.0,Ford,Good,1 Ford Mustang GT
4552,14673,3.6,1027,2020,51688.0,Ford,Great, Ford F-150 Lariat
4553,32315,4.5,600,2020,41976.0,Toyota,Good, Toyota Highlander Limited
4554,33994,2.6,176,2021,45543.0,RAM,Great,1 RAM 1500 Laramie
4555,35300,4.9,892,2019,39774.0,Chevrolet,Good,19 Chevrolet Blazer Premier
4556,3601,4.3,218,2022,121995.0,Cadillac,Good, Cadillac Escalade Sport
4557,14591,4.6,550,2022,66781.0,RAM,Good, RAM 2500 Power Wagon
4558,22138,3.7,119,2018,43991.0,Porsche,Great,18 Porsche Macan Base (PDK)
4559,729,4.5,5113,2022,58800.0,Ford,Great, Ford Bronco Badlands
4560,18672,4.3,510,2021,30950.0,Ford,Good,1 Ford Bronco Sport Base
4562,4352,3.1,1207,2022,66000.0,Ford,Good, Ford F-250 XLT
4563,23664,4.7,941,2021,38999.0,Cadillac,Great,1 Cadillac XT5 Premium Luxury
4564,15323,4.8,1232,2022,45995.0,Chevrolet,Great, Chevrolet Silverado 1500 Limited LT
4565,5043,4.6,901,2020,79995.0,Mercedes-Benz,Unknown, Mercedes-Benz S-Class S 450 4MATIC
4566,14290,4.7,3202,2021,51834.0,RAM,Great,1 RAM 1500 Laramie
4567,30053,3.7,159,2021,41998.0,Toyota,Good,1 Toyota Highlander XLE
4568,16430,4.2,332,2022,32987.0,Chevrolet,Good, Chevrolet Trailblazer RS
4569,67592,4.8,183,2018,44555.0,RAM,Fair,18 RAM ProMaster 3500 High Roof
4570,19494,4.3,417,2021,42490.0,Toyota,Good,1 Toyota Tacoma TRD Sport
4572,16879,4.7,1224,2020,24499.0,Nissan,Great, Nissan Rogue S
4573,41420,4.0,459,2019,42988.0,Chevrolet,Good,19 Chevrolet Suburban LS
4574,19166,4.8,761,2020,38794.0,GMC,Great, GMC Canyon 4WD Denali
4575,41800,3.3,343,2020,31616.0,Chrysler,Good, Chrysler Pacifica Touring
4576,24758,4.7,69,2020,56723.0,Chevrolet,Good, Chevrolet Silverado 1500 LT Trail Boss
4577,29241,4.9,97,2019,71875.0,Porsche,Great,19 Porsche Panamera 4
4578,33472,2.8,1279,2021,50995.0,Chevrolet,Unknown,1 Chevrolet Suburban LS
4579,21538,4.8,3532,2021,49593.0,RAM,Unknown,1 RAM 1500 Laramie
4580,15628,4.2,1050,2020,45938.0,Nissan,Great, Nissan Armada SL
4581,14055,3.3,343,2022,82199.0,Jeep,Great, Jeep Grand Wagoneer Series I
4582,28548,4.7,1883,2020,32651.0,Nissan,Great, Nissan Maxima 3.5 SR
4583,34086,4.6,3552,2019,53881.0,BMW,Great,19 BMW M550 i xDrive
4584,11418,3.2,124,2021,38301.0,Chrysler,Great,1 Chrysler Pacifica Touring-L
4585,33004,4.6,284,2020,36396.0,Nissan,Unknown, Nissan Pathfinder Platinum
4586,29701,4.6,2742,2020,43704.0,RAM,Great, RAM 1500 Laramie
4589,2159,3.6,759,2022,53663.0,Nissan,Great, Nissan Armada SV
4590,46999,3.6,759,2019,38975.0,Nissan,Great,19 Nissan Armada Platinum
4591,10641,2.7,36,2021,45000.0,Kia,Good,1 Kia Sorento SX
4592,12113,3.7,376,2020,24811.0,Nissan,Great, Nissan Rogue S
4593,26027,3.2,246,2019,37000.0,Toyota,Fair,19 Toyota Tacoma SR5
4594,46161,4.9,724,2019,57466.0,Cadillac,Great,19 Cadillac Escalade Premium Luxury
4595,19781,1.8,198,2019,45996.0,BMW,Great,19 BMW 740 i
4596,3852,4.8,1246,2022,34422.0,Toyota,Great, Toyota Corolla Cross LE
4599,22943,4.6,3346,2020,33595.0,Toyota,Good, Toyota Tacoma SR
4600,68992,4.7,39,2020,29995.0,GMC,Good, GMC Acadia SLT
4601,41747,4.1,1038,2019,52000.0,Ford,Good,19 Ford Expedition Max Limited
4602,1657,4.8,5310,2022,44000.0,Volkswagen,Fair, Volkswagen Arteon 2.0T SEL R-Line
4603,15814,2.6,176,2020,38998.0,RAM,Great, RAM 1500 Big Horn
4604,20516,4.6,4366,2022,51991.0,Kia,Good, Kia Carnival SX
4605,12495,4.9,155,2022,62999.0,INFINITI,Fair, INFINITI QX60 AUTOGRAPH
4606,31321,3.3,506,2019,30590.0,Nissan,Good,19 Nissan Maxima 3.5 SL
4607,19257,4.8,300,2020,68389.0,BMW,Good, BMW X7 xDrive40i
4608,8531,4.9,350,2021,25525.0,Buick,Good,1 Buick Encore Preferred
4609,24237,4.9,1275,2020,26790.0,Buick,Good, Buick Encore GX Select
4610,5698,4.7,1497,2022,65698.0,Acura,Good, Acura MDX Type S
4611,13577,4.8,797,2020,34500.0,Nissan,Good, Nissan Murano Platinum
4612,31860,4.7,1121,2019,46241.0,Volvo,Great,19 Volvo XC90 T6 Inscription
4613,1182,4.1,1264,2023,70532.0,Chevrolet,Unknown,3 Chevrolet Tahoe RST
4615,21869,3.2,452,2017,27995.0,Chevrolet,Fair,17 Chevrolet Volt LT
4616,6234,4.6,3887,2022,32487.0,Nissan,Great, Nissan Frontier SV
4617,7057,4.4,190,2021,24836.0,Volkswagen,Good,1 Volkswagen Jetta 1.4T SE
4619,24136,4.5,531,2019,28757.0,Volkswagen,Good,19 Volkswagen Golf Alltrack TSI SE
4620,34471,3.0,183,2019,56588.0,Chevrolet,Great,19 Chevrolet Tahoe Premier
4621,19708,3.8,2422,2021,38401.0,Honda,Fair,1 Honda CR-V Hybrid EX-L
4622,28626,4.8,183,2021,35232.0,Honda,Good,1 Honda Passport EX-L
4623,38947,4.8,166,2020,52995.0,Ford,Good, Ford F-150 Lariat
4624,35616,4.3,1034,2019,58895.0,GMC,Good,19 GMC Yukon Denali
4625,21165,4.5,429,2017,114413.0,Porsche,Great,17 Porsche 911 Carrera 4S
4626,7959,4.5,429,2018,100444.0,Porsche,Unknown,18 Porsche 911 Carrera
4628,19544,4.4,2340,2019,33995.0,Toyota,Fair,19 Toyota 86 TRD Specia
4629,20771,4.1,51,2019,43977.0,Chevrolet,Great,19 Chevrolet Camaro 2SS
4630,4650,3.0,141,2021,38500.0,Cadillac,Good,1 Cadillac CT4 Luxury
4631,21011,4.6,227,2020,55695.0,GMC,Great, GMC Sierra 1500 Denali
4632,42363,4.7,942,2020,70999.0,BMW,Good, BMW X6 M50i
4633,15622,3.2,843,2021,36657.0,Chevrolet,Good,1 Chevrolet Traverse LS
4634,25226,3.9,230,2020,63999.0,GMC,Great, GMC Yukon XL Denali
4635,32429,4.6,138,2021,29600.0,INFINITI,Great,1 INFINITI Q50 3.0t LUXE
4636,36054,4.9,302,2021,36918.0,Toyota,Good,1 Toyota Venza LE
4638,41627,4.5,466,2020,35750.0,Volvo,Great, Volvo XC60 T5 Momentum
4640,3899,4.7,16,2022,134900.0,Maserati,Fair, Maserati Levante Trofeo
4642,8524,4.7,16,2021,68900.0,Maserati,Great,1 Maserati Levante Base
4644,22018,4.4,1822,2020,43881.0,Dodge,Good, Dodge Durango R/T
4645,3888,4.9,3750,2022,165000.0,Porsche,Unknown, Porsche 718 Cayman GT4
4646,1496,3.0,585,2022,53490.0,Kia,Great, Kia EV6 Wind
4647,18491,4.8,5457,2021,43489.0,Acura,Great,1 Acura TLX A-Spec
4648,29515,4.5,1618,2019,28998.0,BMW,Great,19 BMW X2 sDrive28i
4649,5623,4.8,2699,2022,30000.0,Honda,Unknown, Honda Civic Si Base
4650,12181,4.5,160,2022,56308.0,INFINITI,Fair, INFINITI QX60 Luxe
4651,45018,4.6,225,2019,114975.0,Porsche,Good,19 Porsche Panamera GTS
4652,47854,4.5,1007,2018,24933.0,Volkswagen,Great,18 Volkswagen Atlas 2.0T S
4654,10213,4.6,511,2022,46200.0,Ford,Great, Ford Explorer ST-Line
4655,30943,4.8,274,2019,36900.0,INFINITI,Good,19 INFINITI QX60 Luxe
4656,15579,4.8,1235,2021,66998.0,Volvo,Great,1 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger
4657,36429,4.9,3516,2020,61977.0,BMW,Great, BMW X7 xDrive40i
4658,27177,4.6,242,2020,51267.0,GMC,Great, GMC Sierra 1500 SLT
4659,30551,4.8,526,2021,37990.0,Chevrolet,Great,1 Chevrolet Silverado 1500 Custom
4660,23417,4.9,357,2019,37990.0,Toyota,Good,19 Toyota Highlander SE
4661,38641,4.3,258,2019,31993.0,INFINITI,Great,19 INFINITI Q50 3.0t LUXE
4662,29441,4.3,258,2021,41493.0,INFINITI,Great,1 INFINITI Q50 SENSORY
4664,54459,4.5,12,2020,28813.0,Chrysler,Great, Chrysler Pacifica Limited
4665,15829,4.9,6489,2021,25255.0,Subaru,Good,1 Subaru Legacy Base (CVT)
4666,1386,4.4,2422,2022,79995.0,Chevrolet,Great, Chevrolet Tahoe High Country
4668,3472,4.4,384,2020,31990.0,Subaru,Great, Subaru BRZ Limited
4669,24082,3.9,441,2020,36985.0,Jeep,Good, Jeep Grand Cherokee Limited
4670,24086,4.7,3490,2022,42500.0,Nissan,Good, Nissan Pathfinder SV
4671,43571,4.5,54,2021,39994.0,Chevrolet,Great,1 Chevrolet Traverse LT Leather
