,Price,Year,Rating,Mileage,Rating-Count,Name,Status,model_details
411,52990.0,2020,4.0,61549,502,Ford,Good,Ford Expedition Max Limited
412,28654.0,2018,4.8,45174,3412,Subaru,Good,Subaru Crosstrek 2.0i Limited
413,43287.0,2019,4.9,18179,1608,Volvo,Good,9 Volvo S90 T6 Inscription
414,36367.0,2022,2.5,2313,33,Nissan,Good,Nissan Murano SV
415,41995.0,2021,4.0,6459,1525,RAM,Fair,RAM 1500 Classic Tradesman
416,115900.0,2022,3.5,15411,431,Cadillac,Great,Cadillac Escalade Sport Platinum
417,27942.0,2022,3.8,5181,579,Acura,Great,Acura ILX Base
418,46000.0,2021,3.0,4442,133,Cadillac,Good,Cadillac CT5 Premium Luxury AWD
419,43995.0,2019,4.5,13044,365,BMW,Good,9 BMW 540 i
420,42698.0,2022,4.3,11737,534,Nissan,Good,Nissan Pathfinder Platinum
421,44745.0,2019,4.5,28081,365,BMW,Good,9 BMW 540 i
422,64998.0,2022,4.9,4886,1608,Volvo,Good,Volvo S90 Recharge Plug-In Hybrid T8 Inscription
423,59490.0,2022,4.8,1960,228,Volvo,Fair,Volvo XC60 Recharge Plug-In Hybrid T8 Inscription Expression Extended Range
425,60995.0,2019,4.5,32806,162,Porsche,Good,9 Porsche 718 Cayman Base
426,106995.0,2021,4.9,19881,2255,Cadillac,Great,Cadillac Escalade Sport Platinum
427,37998.0,2022,3.4,30840,883,Nissan,Unknown,Nissan Pathfinder SL
428,48999.0,2019,4.7,5486,616,BMW,Good,9 BMW Z4 sDrive30i
431,34290.0,2021,4.9,29745,790,GMC,Good,GMC Canyon Elevation
432,68700.0,2022,4.8,2426,167,Volvo,Good,Volvo XC60 Recharge Plug-In Hybrid T8 R-Design Extended Range
433,28995.0,2020,4.2,29939,1556,RAM,Great,RAM 1500 Classic Tradesman
434,38800.0,2021,4.5,15551,577,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
435,33704.0,2020,3.8,26527,81,Kia,Great,Kia Stinger GT-Line
436,30999.0,2022,4.8,3395,923,Nissan,Good,Nissan Rogue SV
437,71964.0,2022,4.3,13457,433,Volvo,Good,Volvo XC90 Recharge Plug-In Hybrid T8 R-Design 7 Passenger
439,41998.0,2019,4.9,11443,1145,Honda,Good,9 Honda Civic Type R Touring
440,42434.0,2021,4.4,35500,244,Cadillac,Good,Cadillac XT5 Premium Luxury
441,26999.0,2020,4.3,71993,362,Chrysler,Great,Chrysler Pacifica Touring-L
442,42699.0,2022,3.5,5741,121,Volkswagen,Good,Volkswagen Atlas 3.6L SE w/Technology
443,44000.0,2019,4.9,16449,195,INFINITI,Good,9 INFINITI Q70L 3.7X LUXE
444,48999.0,2019,4.6,29720,257,BMW,Great,9 BMW X5 xDrive40i
446,38395.0,2021,4.9,5174,2126,Honda,Good,Honda Passport EX-L
447,51577.0,2019,3.1,43754,24,Cadillac,Great,9 Cadillac Escalade Standard
449,31988.0,2019,4.8,29323,600,BMW,Great,9 BMW 330 i
450,34988.0,2020,4.8,20351,600,BMW,Great,BMW 330 i
452,45977.0,2022,4.9,12070,3522,BMW,Good,BMW 430 Gran Coupe i
453,52950.0,2021,4.8,20304,1839,Kia,Good,Kia Telluride SX
454,48795.0,2020,3.8,20838,24,Chevrolet,Fair,Chevrolet Colorado ZR
456,217576.0,2021,4.4,4286,1494,Mercedes-Benz,Unknown,Mercedes-Benz Maybach S 580 4MATIC
457,39999.0,2020,4.1,23912,235,Cadillac,Good,Cadillac CT4 Premium Luxury
458,37413.0,2020,4.9,33886,2846,Cadillac,Good,Cadillac CT5 Premium Luxury RWD
459,36995.0,2021,4.6,17886,3493,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
460,86895.0,2022,4.1,1435,1267,GMC,Great,GMC Yukon XL Denali
461,37000.0,2022,3.5,12974,204,Kia,Great,Kia Carnival LX
462,89591.0,2021,4.3,12720,86,Porsche,Great,Porsche Cayenne S
463,34988.0,2020,4.3,25459,2764,RAM,Good,RAM 1500 Classic SLT
464,127948.0,2022,4.7,3245,728,BMW,Great,BMW M8 Competition Gran Coupe
465,38979.0,2022,4.2,5272,532,Toyota,Good,Toyota RAV4 Hybrid XLE
466,48991.0,2022,4.7,6386,604,Volkswagen,Good,Volkswagen Atlas 3.6 V6 SEL R-Line
467,41991.0,2020,3.1,9306,966,Toyota,Good,Toyota Highlander XLE
468,89995.0,2021,4.9,40606,2255,Cadillac,Great,Cadillac Escalade Premium Luxury
469,36184.0,2020,4.2,10855,62,BMW,Good,BMW X1 xDrive28i
470,30462.0,2019,4.1,28322,959,BMW,Great,9 BMW X2 sDrive28i
471,62998.0,2021,4.9,27948,1631,Volvo,Good,Volvo S90 Recharge Plug-In Hybrid T8 Inscription
472,50399.0,2022,4.7,10870,367,Jeep,Good,Jeep Grand Cherokee L Limited
473,53991.0,2021,4.7,2769,308,Dodge,Good,Dodge Challenger R/T Scat Pack
474,43631.0,2020,4.8,12499,550,Cadillac,Great,Cadillac CT5 Sport AWD
475,42999.0,2021,4.7,12431,1929,INFINITI,Great,INFINITI Q50 3.0t SENSORY
476,46995.0,2022,2.4,16640,424,Jeep,Good,Jeep Grand Cherokee L Limited
478,71914.0,2020,4.9,41639,394,BMW,Great,BMW X6 M50i
479,86835.0,2019,4.8,4682,544,BMW,Fair,9 BMW M850 i xDrive
480,42995.0,2020,4.6,43957,425,INFINITI,Great,INFINITI Q60 RED SPORT 4
481,33653.0,2020,2.6,24577,176,Dodge,Good,Dodge Durango SXT
483,33516.0,2022,4.5,3279,517,Volkswagen,Fair,Volkswagen Taos 1.5T SEL
484,32941.0,2022,4.6,12251,6824,Kia,Good,Kia K5 EX
485,48690.0,2022,4.7,1460,1828,Nissan,Unknown,Nissan Armada SV
486,123991.0,2016,4.9,13087,759,Porsche,Good,6 Porsche 911 Carrera GTS
487,55431.0,2020,4.4,30624,1334,Ford,Good,Ford F-350 XL
488,50406.0,2021,4.6,35217,946,Toyota,Good,Toyota Sienna XSE 7 Passenger
489,29000.0,2017,4.7,61110,57,INFINITI,Great,7 INFINITI Q70L 3.7X
490,32630.0,2020,4.9,42714,1086,Buick,Good,Buick Regal Sportback GS
491,114950.0,2019,4.9,20605,1767,Porsche,Great,9 Porsche Panamera GTS
492,65995.0,2018,3.4,7791,89,Alfa Romeo,Great,Alfa Romeo 4C Base
493,49991.0,2019,4.6,69941,2828,Toyota,Great,9 Toyota Sequoia Platinum
494,49977.0,2022,4.7,6235,427,Volvo,Good,Volvo XC60 B5 Inscription
495,20841.0,2020,5.0,30124,1068,Subaru,Great,Subaru Impreza Base
496,46991.0,2019,3.5,36008,843,Nissan,Good,9 Nissan Armada Platinum
497,32946.0,2020,3.4,31279,484,GMC,Great,GMC Acadia SLT
498,70000.0,2021,4.8,19053,1468,Toyota,Good,Toyota Sequoia TRD Pro
500,73998.0,2021,3.3,9490,285,Ford,Good,Ford Expedition Max Platinum
501,44955.0,2021,4.6,22275,2742,Dodge,Great,Dodge Durango Citadel
502,66262.0,2021,4.1,20424,959,BMW,Great,BMW X3 M AWD
503,57262.0,2020,4.1,38421,959,BMW,Unknown,BMW X3 M
504,52994.0,2020,4.9,24165,4100,Jeep,Good,Jeep Grand Cherokee Summit
505,43690.0,2021,4.2,14136,326,Toyota,Good,Toyota Avalon TRD
506,45815.0,2017,4.6,58075,460,Chevrolet,Great,7 Chevrolet Silverado 2500 LTZ
507,38995.0,2022,4.3,2621,577,Cadillac,Great,Cadillac XT4 Premium Luxury
508,55900.0,2019,4.8,22100,1900,Maserati,Great,9 Maserati Quattroporte S
509,48324.0,2022,4.5,18213,50,Nissan,Good,Nissan Pathfinder Platinum
510,48982.0,2019,4.6,15027,532,INFINITI,Great,9 INFINITI QX80 Luxe
511,38917.0,2021,2.9,12297,147,Acura,Good,Acura TLX Technology
512,26899.0,2019,4.6,13528,2502,Toyota,Good,9 Toyota Corolla Hatchback XSE
513,39860.0,2022,3.9,1617,458,Chevrolet,Fair,Chevrolet Camaro 1LT
514,26999.0,2019,4.4,41497,122,Nissan,Good,9 Nissan Murano S
515,43500.0,2022,2.3,11526,487,Jeep,Great,Jeep Grand Cherokee L Altitude
517,38500.0,2016,4.9,79510,1839,Toyota,Good,6 Toyota Tundra Platinum
518,35890.0,2020,4.0,37297,322,Volvo,Great,Volvo XC60 T5 Momentum
519,40116.0,2022,4.8,502,599,Honda,Good,Honda Pilot Sport
520,69999.0,2022,4.8,8037,640,Volvo,Good,Volvo XC60 Recharge Plug-In Hybrid T8 Polestar Engineered Extended Range
521,63495.0,2022,4.7,5161,372,BMW,Great,BMW M440 Gran Coupe i xDrive
522,44299.0,2021,3.9,27250,366,Ford,Fair,Ford Bronco Sport Badlands First Edition
523,79363.0,2020,4.9,32877,120,BMW,Unknown,BMW M850 i xDrive
524,35688.0,2021,3.2,20463,91,Cadillac,Great,Cadillac CT4 Luxury
525,36990.0,2021,4.5,54824,60,Jeep,Great,Jeep Grand Cherokee Limited
526,59900.0,2021,3.1,17198,413,Toyota,Fair,Toyota Highlander Hybrid Platinum
527,78798.0,2019,4.7,29415,2524,BMW,Good,9 BMW M850 i xDrive
528,46922.0,2022,4.7,17455,139,Nissan,Good,Nissan Pathfinder Platinum
529,32433.0,2019,4.4,56233,9,Cadillac,Good,9 Cadillac XT5 Luxury
530,62637.0,2021,2.5,19811,168,Volvo,Great,Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression 7 Passenger
531,30999.0,2021,1.9,15762,56,Volkswagen,Great,Volkswagen Atlas Cross Sport 2.0T S
532,33595.0,2019,4.4,14240,32,Kia,Good,9 Kia Cadenza SX Limited
534,76500.0,2021,4.8,12668,2106,Ford,Fair,Ford Expedition Max Platinum
535,34998.0,2022,4.9,7701,184,Honda,Good,Honda Civic Si Base
536,40491.0,2018,4.9,54510,225,INFINITI,Great,INFINITI QX80 Base
537,54100.0,2022,3.5,3998,140,Kia,Unknown,Kia EV6 Wind
538,65775.0,2021,4.9,33124,290,BMW,Unknown,BMW X7 xDrive40i
539,112995.0,2022,2.8,6845,77,Cadillac,Great,Cadillac Escalade ESV Sport
540,33488.0,2021,3.2,12968,75,Cadillac,Great,Cadillac CT4 Premium Luxury
541,45222.0,2022,4.5,8958,922,GMC,Good,GMC Sierra 1500 Limited Elevation
542,57995.0,2022,4.0,6272,478,Cadillac,Good,Cadillac XT6 Premium Luxury AWD
543,47785.0,2021,4.6,45605,543,Nissan,Great,Nissan Armada SL
544,27992.0,2020,4.2,34284,74,Ford,Good,Ford Transit Connect XLT
546,42490.0,2021,2.4,5444,442,Toyota,Good,Toyota Venza LE
547,55950.0,2022,4.7,3481,339,Toyota,Great,Toyota Tundra Limited
549,37490.0,2019,4.9,23417,357,Toyota,Good,9 Toyota Highlander SE
550,38290.0,2019,4.7,19846,2113,Kia,Great,9 Kia K900 Luxury
551,33599.0,2019,4.4,31777,179,Volkswagen,Great,9 Volkswagen Atlas 3.6 SE w/ Technology
552,32995.0,2021,4.5,23195,134,Ford,Good,Ford Bronco Sport Big Bend
553,41909.0,2021,4.3,15816,291,Volvo,Great,Volvo XC40 T5 Inscription
554,44000.0,2019,4.4,17136,1116,Dodge,Great,9 Dodge Durango R/T
555,120450.0,2022,4.4,2494,191,Cadillac,Great,Cadillac Escalade Sport
556,31841.0,2022,3.8,3133,579,Acura,Fair,Acura ILX Premium & A-SPEC Packages
557,33399.0,2019,4.9,25681,530,Subaru,Good,9 Subaru Forester Touring
558,80942.0,2022,3.3,14055,343,Jeep,Great,Jeep Grand Wagoneer Series I
559,32900.0,2022,4.9,1140,201,GMC,Good,GMC Terrain SLE
560,50498.0,2020,4.7,29953,1089,Ford,Good,Ford Expedition XLT
561,43775.0,2019,4.4,41491,1116,Dodge,Good,9 Dodge Durango R/T
562,34000.0,2021,4.7,15125,449,Dodge,Good,Dodge Charger GT
563,38978.0,2021,4.8,9495,120,GMC,Good,GMC Canyon Elevation
564,36791.0,2019,4.8,45760,369,Toyota,Fair,9 Toyota Avalon Hybrid Limited
566,42995.0,2022,3.5,8348,525,Ford,Good,Ford Bronco Sport Badlands
567,31885.0,2019,4.3,23682,458,BMW,Great,9 BMW 430 Gran Coupe i xDrive
568,41992.0,2022,4.9,8435,7711,Ford,Good,Ford Ranger Lariat
569,27990.0,2022,4.9,6000,1962,Volkswagen,Good,Volkswagen Jetta 1.5T SE
570,54800.0,2022,4.1,5855,327,Kia,Great,Kia EV6 Wind
571,59988.0,2020,4.8,48569,600,BMW,Great,BMW X3 M Competition
572,31500.0,2020,4.6,60432,138,INFINITI,Unknown,INFINITI Q60 3.0t LUXE
573,29950.0,2020,4.7,1993,1723,Subaru,Great,Subaru BRZ Limited
574,25590.0,2021,4.9,21173,357,Toyota,Good,Toyota C-HR XLE
575,30990.0,2019,4.0,33141,322,Volvo,Good,9 Volvo S60 T5
576,32991.0,2018,4.8,35299,1235,Volvo,Great,Volvo S90 T5 Momentum
577,28977.0,2017,4.4,48750,1213,Toyota,Good,7 Toyota Highlander LE
578,34778.0,2021,4.5,28286,328,GMC,Fair,GMC Acadia SLE
579,629900.0,2020,4.8,1818,1900,Ferrari,Good,Ferrari 488 Pista Base
580,39074.0,2019,4.7,44370,1413,BMW,Great,9 BMW 440 Gran Coupe i
581,62499.0,2019,4.7,49088,1929,Cadillac,Great,9 Cadillac Escalade Platinum
582,32995.0,2019,5.0,44271,66,Acura,Great,9 Acura RDX Advance Package
583,39299.0,2021,4.7,12755,657,Buick,Good,Buick Envision Avenir
584,49999.0,2019,5.0,22455,557,Maserati,Good,9 Maserati Ghibli 4DR SDN 3.0L
585,77995.0,2022,4.8,13641,719,BMW,Good,BMW X3 M AWD
586,44264.0,2020,4.5,33370,142,Ford,Fair,Ford F-150 XL
589,23987.0,2020,3.8,40083,366,Jeep,Good,Jeep Renegade Latitude
590,58577.0,2022,4.9,11295,3522,BMW,Great,BMW M340 i xDrive
591,51707.0,2021,4.5,5677,475,Volvo,Great,Volvo S60 Recharge Plug-In Hybrid T8 Inscription
593,81995.0,2022,4.8,2247,77,INFINITI,Fair,INFINITI QX80 SENSORY
594,56999.0,2021,4.3,12336,1640,Ford,Great,Ford Mustang Mach-E Premium
595,37871.0,2021,4.8,15646,1241,BMW,Good,BMW 228 Gran Coupe i xDrive
596,67000.0,2020,4.6,12245,698,Cadillac,Great,Cadillac Escalade Luxury
597,257010.0,2022,4.7,4556,411,Porsche,Unknown,Porsche Cayenne Turbo GT
598,77777.0,2022,4.3,1596,1383,Ford,Great,Ford Bronco Wildtrak
599,50931.0,2022,4.7,9477,441,Chevrolet,Good,Chevrolet Silverado 1500 Limited RST
601,77989.0,2022,4.0,142,416,Toyota,Unknown,Toyota Tundra Hybrid Platinum
602,36594.0,2021,3.1,27208,966,Toyota,Good,Toyota Venza XLE
603,54429.0,2018,3.9,61868,61,Mercedes-Benz,Great,Mercedes-Benz GLS 550 Base 4MATIC
604,39999.0,2021,4.5,7346,1493,Toyota,Good,Toyota Tacoma SR5
605,52995.0,2020,3.4,11322,89,Maserati,Great,Maserati Ghibli S Q4
606,62869.0,2022,3.5,14194,967,Nissan,Good,Nissan Armada Platinum
607,40997.0,2021,3.7,22884,159,Toyota,Good,Toyota Venza XLE
608,32185.0,2019,4.7,45303,1318,Volkswagen,Good,9 Volkswagen Arteon 2.0T SEL R-Line
609,64881.0,2022,5.0,397,338,Porsche,Good,Porsche Macan Base
610,34998.0,2018,3.3,92906,285,Ford,Great,Ford Expedition Max XLT
611,39890.0,2018,4.7,57408,153,Porsche,Great,Porsche Cayenne
612,37988.0,2020,4.7,54140,520,RAM,Great,RAM 1500 Big Horn
613,49000.0,2022,4.9,26301,2193,Kia,Fair,Kia Stinger GT
614,44900.0,2020,4.3,30446,433,Volvo,Good,Volvo S90 T6 R-Design
615,827995.0,2021,4.5,692,87,Ferrari,Unknown,Ferrari SF90 Stradale Base
617,65000.0,2021,4.2,18592,236,Ford,Good,Ford Expedition Limited
618,39985.0,2019,3.8,46845,22,GMC,Good,9 GMC Acadia Denali
619,54988.0,2022,4.9,1502,2402,INFINITI,Fair,INFINITI QX60 Luxe
620,32990.0,2020,3.6,24819,777,Toyota,Good,Toyota Camry XSE
621,66891.0,2021,4.0,20035,784,Toyota,Good,Toyota Sequoia Platinum
622,20720.0,2018,4.3,33076,750,Ford,Good,Ford C-Max Hybrid SE
623,44986.0,2022,4.8,5507,3156,GMC,Good,GMC Canyon Denali
624,57984.0,2019,4.9,15203,3484,BMW,Good,9 BMW M2 Competition
625,54500.0,2020,4.9,12776,2206,Volvo,Good,Volvo XC90 T6 Inscription 6 Passenger
626,38950.0,2021,4.6,27402,3430,Cadillac,Great,Cadillac XT5 Premium Luxury
627,46800.0,2022,3.0,1886,877,Ford,Good,Ford Explorer Limited
628,43888.0,2021,4.6,38501,1047,Volkswagen,Good,Volkswagen ID.4 Pro
630,74900.0,2022,4.7,7759,602,RAM,Great,RAM 3500 Laramie
631,47488.0,2022,4.8,11598,640,BMW,Great,BMW 430 i xDrive
632,58900.0,2021,4.9,34505,850,Nissan,Good,Nissan Armada Platinum
633,66988.0,2021,4.8,28912,640,BMW,Great,BMW X3 M AWD
634,29981.0,2019,4.6,52695,4433,Toyota,Great,9 Toyota Highlander LE
635,38495.0,2022,4.5,8916,134,Ford,Fair,Ford Transit Connect XLT
636,61400.0,2022,4.3,586,255,BMW,Great,BMW M440 i
637,49981.0,2021,4.3,25240,1074,Ford,Good,Ford F-150 XLT
638,82989.0,2022,4.0,3000,416,Toyota,Good,Toyota Tundra Hybrid Capstone
639,35999.0,2021,5.0,29625,66,Acura,Great,Acura RDX Base
640,44788.0,2020,4.5,11971,75,Volvo,Great,Volvo XC90 T5 Momentum 7 Passenger
641,51999.0,2020,4.3,24358,461,Chevrolet,Fair,Chevrolet Traverse High Country
642,24000.0,2019,4.4,28313,186,Toyota,Great,9 Toyota C-HR Limited
643,45999.0,2021,3.9,34125,1971,Dodge,Great,Dodge Durango R/T
644,90200.0,2020,4.7,15507,5641,BMW,Great,BMW M5 Competition
645,43820.0,2020,4.6,15535,1688,BMW,Good,BMW 228 Gran Coupe i xDrive
646,42013.0,2020,4.9,17101,2602,Kia,Good,Kia Stinger GT
647,33711.0,2019,3.8,53184,468,Toyota,Good,9 Toyota 4Runner SR5 Premium
648,49494.0,2022,4.9,26885,676,Nissan,Fair,Nissan Pathfinder Platinum
649,36890.0,2019,4.6,45241,108,Buick,Great,9 Buick Enclave Avenir
650,47450.0,2020,4.7,22269,517,Acura,Good,Acura MDX Sport Hybrid 3.0L w/Technology Package
651,26400.0,2019,4.7,49664,602,Dodge,Good,9 Dodge Charger SXT
652,23841.0,2020,4.4,33827,1242,Toyota,Great,Toyota Corolla XSE
653,37500.0,2021,3.0,5952,141,Cadillac,Great,Cadillac CT4 Luxury
655,76970.0,2019,3.2,13003,88,BMW,Great,9 BMW M850 i xDrive
656,109900.0,2021,4.9,2709,835,Porsche,Unknown,Porsche 718 Boxster GTS 4.
657,35500.0,2021,3.5,33073,204,Kia,Great,Kia Stinger GT-Line
658,25995.0,2018,4.8,25640,1385,GMC,Great,GMC Canyon Base
659,67831.0,2020,4.9,15175,394,BMW,Good,BMW X3 M
660,85088.0,2021,4.7,13752,1810,Mercedes-Benz,Good,Mercedes-Benz GLS 450 4MATIC
661,34500.0,2022,4.9,1807,986,Nissan,Good,Nissan Rogue SV
663,31538.0,2021,4.6,10173,1436,Honda,Good,Honda Insight Touring
664,32995.0,2022,4.6,9500,1698,Toyota,Fair,Toyota GR86 Base (A6)
665,40988.0,2022,2.5,16366,160,Kia,Good,Kia Carnival LXS
666,23600.0,2016,4.6,12743,808,Acura,Great,6 Acura ILX Premium Package
668,77988.0,2022,3.6,3330,1004,Toyota,Good,Toyota Tundra Hybrid Platinum
669,58497.0,2022,4.8,9291,77,INFINITI,Fair,INFINITI QX60 Luxe
671,25477.0,2019,4.1,95438,2063,Honda,Unknown,9 Honda Passport Sport
672,39588.0,2019,4.8,29130,548,BMW,Good,9 BMW 530e iPerformance
673,35991.0,2021,4.0,16370,1127,Dodge,Good,Dodge Durango GT
674,37790.0,2019,2.7,39571,184,BMW,Great,9 BMW 540 i
675,87990.0,2016,3.4,37672,233,Mercedes-Benz,Unknown,6 Mercedes-Benz Maybach S S 6
676,71535.0,2019,4.6,28025,754,BMW,Great,9 BMW M5 5
677,44991.0,2017,4.9,96830,759,Porsche,Unknown,7 Porsche 718 Cayman Base
678,55991.0,2018,4.9,31399,759,Porsche,Great,Porsche 718 Cayman Base
679,35950.0,2022,4.5,4541,1294,Chevrolet,Unknown,Chevrolet Bolt EUV LT
680,102988.0,2020,4.8,18927,600,BMW,Unknown,BMW X6 M Base
681,52987.0,2021,4.4,11628,10,Dodge,Good,Dodge Charger Scat Pack
683,56400.0,2021,4.7,17354,898,Ford,Great,Ford F-150 Lariat
684,29499.0,2022,4.8,4234,923,Nissan,Good,Nissan Rogue S
686,72375.0,2019,4.7,50057,1241,Toyota,Great,9 Toyota Land Cruiser V
687,26989.0,2019,4.8,7320,5473,Acura,Great,9 Acura ILX Premium Package
688,41936.0,2021,4.3,9551,162,Ford,Fair,Ford Bronco Sport Outer Banks
689,25950.0,2020,4.6,43934,3430,GMC,Great,GMC Terrain SLT
691,63988.0,2022,4.9,12313,270,Nissan,Good,Nissan Armada Platinum
693,82880.0,2018,4.6,36792,317,Porsche,Great,Porsche Panamera Sport Turismo 4S
694,49881.0,2021,4.3,13570,140,Nissan,Good,Nissan Titan XD SV
695,32160.0,2022,4.7,1047,1259,Jeep,Good,Jeep Compass Limited
696,34500.0,2021,4.7,17650,449,Dodge,Good,Dodge Charger GT
697,43422.0,2020,4.3,56134,49,Toyota,Good,Toyota Highlander Platinum
698,22444.0,2018,4.1,70153,522,Nissan,Great,Nissan Maxima 3.5 SL
699,70289.0,2022,4.4,9085,29,Chevrolet,Good,Chevrolet Tahoe Z7
700,63795.0,2021,4.8,37620,237,BMW,Unknown,BMW X7 xDrive40i
701,98999.0,2022,4.4,1306,2435,Chevrolet,Great,Chevrolet Corvette Stingray w/3LT
703,77417.0,2020,4.5,38955,843,BMW,Unknown,BMW M850 Gran Coupe i xDrive
704,78977.0,2022,4.9,1536,776,GMC,Good,GMC Sierra 2500 SLT
705,57510.0,2019,4.5,32590,843,BMW,Great,9 BMW M550 i xDrive
706,32149.0,2021,3.8,24276,119,INFINITI,Unknown,INFINITI QX50 Luxe
707,34462.0,2019,4.1,38542,959,BMW,Great,9 BMW 430 Gran Coupe i
708,57999.0,2020,4.9,33490,589,BMW,Great,BMW 740 i
709,54500.0,2022,4.8,9520,362,INFINITI,Good,INFINITI Q50 RED SPORT 4
710,43369.0,2022,3.4,11174,283,Acura,Good,Acura TLX A-Spec
711,59041.0,2022,4.0,918,1458,Chevrolet,Great,Chevrolet Tahoe LS
712,44641.0,2019,3.9,73657,383,Ford,Good,9 Ford Transit-350 XLT
714,34990.0,2022,4.8,9279,2348,Honda,Good,Honda CR-V EX
715,38837.0,2021,4.9,7240,5569,Honda,Good,Honda Odyssey EX-L
716,32500.0,2021,4.9,20940,1590,Volkswagen,Good,Volkswagen Golf GTI 2.0T SE
717,32291.0,2019,4.4,48834,1829,Toyota,Good,9 Toyota Prius Prime Advanced
718,77962.0,2020,4.1,24908,959,BMW,Great,BMW X6 M50i
719,48975.0,2022,4.8,45214,255,Acura,Great,Acura MDX Technology
720,23790.0,2022,4.9,5698,1039,Volkswagen,Good,Volkswagen Jetta 1.5T S
721,34995.0,2020,4.2,20761,735,Cadillac,Great,Cadillac CT4 Sport
722,29863.0,2019,4.6,54490,4433,Toyota,Great,9 Toyota Highlander LE
723,25746.0,2020,4.7,36448,1839,Acura,Great,Acura TLX FWD
724,51990.0,2020,2.7,17281,184,BMW,Good,BMW 530e iPerformance
726,60995.0,2018,4.6,14026,4644,Ford,Great,Ford Shelby GT350 Base
728,58237.0,2022,4.5,932,882,Ford,Good,Ford Bronco Big Bend
729,62804.0,2019,4.6,55803,641,GMC,Good,9 GMC Sierra 3500 Denali
730,55898.0,2022,4.9,18760,219,Acura,Good,Acura MDX A-Spec
731,44588.0,2021,4.8,28521,600,BMW,Good,BMW X2 M35i
732,298994.0,2022,2.3,1623,31,Porsche,Unknown,Porsche 911 GT3
733,44900.0,2022,4.5,9964,562,Ford,Great,Ford Explorer Timberline
734,20991.0,2022,3.9,7255,960,Kia,Great,Kia Forte LXS
735,59881.0,2018,5.0,24563,338,Porsche,Great,Porsche 718 Cayman Base
736,64986.0,2020,3.7,20748,63,BMW,Great,BMW X3 M Competition
737,54000.0,2022,2.7,19041,36,Kia,Fair,Kia Carnival SX
738,35794.0,2020,4.0,36326,130,Volvo,Great,Volvo V60 Cross Country T5
739,42600.0,2022,3.6,5968,620,Honda,Good,Honda Passport Elite
741,33982.0,2023,5.0,2444,240,Acura,Unknown,3 Acura Integra A-Spec
742,42500.0,2021,4.4,63164,33,Chrysler,Fair,Chrysler Pacifica Limited
743,77980.0,2018,3.5,18442,150,Porsche,Good,Porsche 718 Boxster S
744,31598.0,2021,4.9,32571,2602,Kia,Good,Kia K5 EX
745,33234.0,2022,4.9,15334,2602,Kia,Good,Kia K5 GT-Line
747,38980.0,2020,4.4,34581,828,Dodge,Good,Dodge Durango R/T
748,96990.0,2021,4.8,10863,421,Porsche,Great,Porsche Panamera 4
749,79804.0,2021,4.5,17021,142,Ford,Good,Ford F-350 Platinum
750,27995.0,2023,3.7,288,136,Nissan,Unknown,3 Nissan Rogue SV
751,26952.0,2022,3.8,8437,579,Acura,Great,Acura ILX Base
752,34995.0,2021,4.9,19117,2440,Toyota,Good,Toyota Avalon XSE
753,35775.0,2021,4.5,4242,1007,Volkswagen,Great,Volkswagen Arteon 2.0T SE
754,39798.0,2020,4.8,24707,453,Acura,Good,Acura MDX 3.5L
755,41267.0,2020,4.3,45079,291,BMW,Good,BMW X4 xDrive30i
756,26900.0,2018,4.6,101626,325,Ford,Great,Ford F-150 XLT
757,47995.0,2019,4.6,45839,1925,BMW,Great,9 BMW M550 i xDrive
758,110995.0,2022,4.7,1560,980,Cadillac,Great,Cadillac Escalade ESV Premium Luxury
759,66995.0,2021,4.8,25581,597,Volvo,Good,Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger
760,31495.0,2022,4.9,2327,628,Chevrolet,Unknown,Chevrolet Bolt EV 1LT
761,123950.0,2022,2.9,10359,74,Porsche,Unknown,Porsche 718 Boxster GTS 4.
762,45464.0,2019,4.8,29721,655,BMW,Good,9 BMW X4 xDrive30i
763,45995.0,2019,4.5,22208,365,BMW,Great,9 BMW Z4 sDrive30i
764,37600.0,2022,4.9,3028,1277,Kia,Great,Kia Carnival LX
765,49904.0,2021,3.9,18461,81,Cadillac,Great,Cadillac XT6 Premium Luxury AWD
767,37975.0,2019,4.9,36799,1808,Toyota,Good,9 Toyota RAV4 Adventure
769,43400.0,2020,4.3,29486,141,GMC,Good,GMC Acadia Denali
770,29587.0,2022,4.7,1344,2796,Chevrolet,Great,Chevrolet Trailblazer LT
771,39447.0,2020,3.9,58670,57,Chevrolet,Great,Chevrolet Tahoe LT
773,69991.0,2021,4.6,14524,524,Ford,Good,Ford F-250 Lariat
774,66306.0,2022,4.2,11070,532,Toyota,Great,Toyota Tundra Hybrid Limited
775,249989.0,2019,3.5,9912,89,Rolls-Royce,Unknown,9 Rolls-Royce Ghost Base
776,33990.0,2019,4.5,15042,26,Chevrolet,Good,9 Chevrolet Blazer 3LT
777,28995.0,2019,5.0,45667,55,Buick,Good,9 Buick Envision Essence
778,52893.0,2022,4.7,2928,517,Acura,Fair,Acura RDX Advance Package
779,48991.0,2022,4.6,1543,2828,Toyota,Great,Toyota Tundra SR5
