,Name,Vehicle_details,Mileage,Rating,Rating-Count,Price,Deal-Status,Year,Status
11447,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11448,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11449,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11450,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11451,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11452,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11453,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11454,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11455,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11456,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11457,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11458,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11459,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11460,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11461,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11462,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11463,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11464,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11465,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11466,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11467,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11468,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11469,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11470,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11471,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11472,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11473,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11474,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11475,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11476,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11477,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11478,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11479,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11480,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11481,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11482,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11483,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11484,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11485,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11486,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11487,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11488,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11489,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11490,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11491,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11492,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11493,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11494,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11495,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11496,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11497,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11498,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11499,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11500,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11501,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11502,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11503,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11504,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11505,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11506,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11507,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11508,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11509,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11510,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11511,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11512,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11513,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11514,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11515,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11516,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11517,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11518,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11519,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11520,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11521,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11522,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11523,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11524,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11525,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11526,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11527,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11528,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11529,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11530,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11531,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11532,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11533,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11534,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11535,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11536,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11537,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11538,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11539,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11540,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11541,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11542,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11543,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11544,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11545,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11546,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11547,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11548,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11549,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11550,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11551,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11552,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11553,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11554,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11555,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11556,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11557,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11558,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11559,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11560,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11561,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11562,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11563,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11564,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11565,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11566,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11567,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11568,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11569,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11570,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11571,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11572,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11573,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11574,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11575,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11576,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11577,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11578,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11579,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11580,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11581,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11582,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11583,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11584,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11585,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11586,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11587,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11588,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11589,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11590,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11591,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11592,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11593,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11594,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11595,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11596,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11597,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11598,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11599,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11600,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11601,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11602,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11603,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11604,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11605,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11606,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11607,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11608,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11609,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11610,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11611,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11612,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11613,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11614,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11615,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11616,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11617,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11618,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11619,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11620,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11621,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11622,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11623,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11624,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11625,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11626,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11627,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11628,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11629,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11630,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11631,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11632,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11633,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11634,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11635,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11636,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11637,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11638,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11639,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11640,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11641,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11642,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11643,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11644,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11645,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11646,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11647,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11648,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11649,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11650,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11651,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11652,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11653,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11654,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11655,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11656,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11657,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11658,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11659,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11660,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11661,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11662,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11663,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11664,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11665,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11666,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11667,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11668,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11669,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11670,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11671,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11672,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
11673,Ford,2021 Ford F-350 XL,34867 ,4.9,514 ,58995,Fair Deal,2021,Fair
11674,Honda,2019 Honda Pilot EX,22599 ,4.3,1239 ,34363,Great Deal | $1864 under,2019,Great
11675,Ford,2020 Ford Expedition XLT,20889 ,4.4,1750 ,50993,Great Deal | $3128 under,2020,Great
11676,BMW,2020 BMW X6 M50i,37445 ,4.8,1444 ,64922,CPO Warrantied,2020,Unknown
11677,Volkswagen,2021 Volkswagen Tiguan 2.0T SE,17412 ,4.9,417 ,32490,CPO Warrantied,2021,Unknown
11678,Buick,2021 Buick Enclave Essence,15215 ,4.9,143 ,38498,Great Deal | $3324 under,2021,Great
11679,Kia,2022 Kia EV6 Wind,860 ,4.5,907 ,53900,Good Deal | $2394 under,2022,Good
11680,Honda,2020 Honda CR-V EX-L,13510 ,4.9,840 ,32498,Good Deal | $1297 under,2020,Good
11681,Toyota,2021 Toyota Avalon Hybrid XLE,18670 ,4.5,1903 ,37222,Good Deal | $1148 under,2021,Good
11682,Volkswagen,2022 Volkswagen Taos 1.5T SE,3338 ,3.4,149 ,27899,Great Deal | $1876 under,2022,Great
11683,BMW,2018 BMW 640 Gran Turismo i xDrive,38169 ,4.8,3715 ,45995,Good Deal,2018,Good
11684,GMC,2020 GMC Terrain SLE,28123 ,4.1,51 ,27977,Good Deal | $1218 under,2020,Good
11685,Toyota,2020 Toyota Sequoia Platinum,29940 ,4.2,197 ,65995,Good Deal,2020,Good
11686,Acura,2022 Acura MDX Technology,12606 ,4.4,2396 ,55000,Great Deal | $3318 under,2022,Great
11687,Honda,2022 Honda Accord Hybrid Sport,10411 ,4.5,713 ,35543,Good Deal,2022,Good
11688,RAM,2022 RAM 1500 Lone Star,3439 ,Nan,36 ,42900,CPO Warrantied,2022,Unknown
11689,Cadillac,2021 Cadillac Escalade Premium Luxury,36667 ,4.9,2019 ,86990,CPO Warrantied,2021,Unknown
11690,Jeep,2020 Jeep Cherokee Latitude,61249 ,3.1,528 ,22000,Great Deal | $3063 under,2020,Great
11691,Toyota,2018 Toyota Highlander XLE,66206 ,4.4,480 ,29835,Great Deal | $1999 under,2018,Great
